uuid,level,name,std1
09-0e3f13d9e0797ea4fc91b4bd5afc825a,9,notification_cb_flag,1
09-0f1c1e33ca0e658ca20ddb2337fb2f61,9,call_handler,62
09-13e722d733027dfab939cb11b29f3db2,9,nrf_raal_rem.c,1
09-1a1b1534005cd20893ad47bee853a01d,9,hids_pm_evt_handler,112
09-1b10f819f6622a38147df1f51b9ae0c4,9,pin_is_output.isra.0,36
09-1cf1cd2a59f7bfceb6d0ea81e6f831c4,9,mpsl_signalling.c,228
09-1dbda6ec953c2888992c99709e59cd09,9,pin_uninit,164
09-1f9b9a4fe7d3658aa86d83f8274cb858,9,pwm_configure,288
09-1fba2c30444c4ce5fd3dfd398300f14d,9,mpsl_sleep.c,4
09-202a1f12ce374ae57697b911ed7d63c2,9,nrfx_grtc_syscounter_cc_absolute_set,132
09-20455da52584ef8636b7bb6b2935dff0,9,pins_configure,104
09-20d126164f30711f8f4b4eea909560ef,9,bt_conn_cb_conn_callbacks,36
09-212cb1c2414ce0b61e7f9a98625cfb18,9,hids_obj_mutex,20
09-22392bdff3265136ade432e47b8619b7,9,cc_channel_prepare,92
09-233ab1a2bc2b2be27a32c3208a90d607,9,pin_trigger_disable,74
09-2372f2c1eb2fa143a1ac5a5ef0c02a66,9,hids_obj_ctx_lib,32
09-25d902c24283ab8cfbac54dfa101ad31,9,src,1002
09-25e4fabfb39744e58a1a8954dab18d5e,9,nrfx_gpiote_input_configure,492
09-2676e307045ebd7af2ff134b86ae0fb2,9,nrfx_grtc_irq_handler,160
09-2a402a7140c21e2eb89b80201ba822f3,9,conn_auth_info_callbacks,16
09-2f652e11cbdd2f937fc6abcd0e89bc45,9,release_handler,112
09-2feb69613b4784881115153639f67dd5,9,nrfx_twi_twim_bus_recover,212
09-30e7a5ecb6f617696d6c52285ccebf5f,9,pairing_complete,52
09-321570fe1489d459c53fd034c0232333,9,rem_hal_event_timer_grtc.c,731
09-334c4a4c42fdb79d7ebc3e73b517e6f8,9,none,52
09-3452c48a83fa85323e088ebad9f1a940,9,nrfx_gpiote_channel_get,60
09-35a2864c314e4367eb1684bfe126a967,9,projects,1920
09-36563b05758c3559e88ff03624ac957e,9,tx_power.c,425
09-3944a76db1a3281cc618e3145bcd3f09,9,nrf_memmove,48
09-39c6ac6371c64d548ef18dcb26938adb,9,nrfx_gpiote_channel_free,24
09-39c7084b34b87a64ccb3762dcc839ff7,9,nrfx_grtc_init,284
09-3a561116f0c9675a3c83d21fa365050d,9,disconnected,120
09-3b8a2f8db0ba65eb94d0f4a80e8525c9,9,hids_outp_rep_handler,68
09-3e406caa85d7f704b603ef94245b8ff0,9,nrfx_gpiote_pin_uninit,4
09-3f7e160b4ddbffaa4a996439031564cc,9,rem_common.h,40
09-3fa876fbcddecad61399dba9dbb41ede,9,nrfx_twim_xfer,832
09-41557a2cabd4293a9d37d6a1098a606a,9,key_report_send.isra.0,128
09-42aefbae01d2dfd981f7da7d823d689e,9,target,2243
09-443674edf1832f20c7af50d44806ca25,9,start_playback,78
09-449ab459ee38967248d64e4152568f96,9,nrfx_glue.h,20
09-4512cdee82f2a89a50e095b961ada347,9,pairing_process,60
09-47f06098d3034f593871b524ce4f7965,9,ports,3
09-4a815b1a379fe3d8be751e93f973d06d,9,nrf_grtc.h,40
09-51d8478428276ac1e1c6ea7ebe77d7ad,9,button_changed,152
09-523af537946b79c4f8369ed39ba78605,9,ad,24
09-551859621eb150ac9f468a127576cdb4,9,hid_init,112
09-55a2907286f1d964d90f4b4d6dfe33b9,9,spim_configure,472
09-59885f728cef1861f4599c4f7a01a3b8,9,pin_in_event_get,36
09-59fa3e2ff3e19dbf09228cd99a0d875d,9,clock_ctrl_public.c,484
09-61264ef9cda5fbcf56a97cf773f32e9e,9,mpsl_cx_abstract_interface.c,76
09-6226f7cbe59e99a90b5cef6f94f966fd,9,sd,8
09-63bc91fd28793f2f13e2585ecb2283ee,9,mpsl_timeslot.c,1408
09-63cc61f6ebae8aa2dab46557cb66324b,9,latch_pending_read_and_check,88
09-6462b3cb46f3804628ff6e241641df2c,9,clock_ctrl_private.c,1442
09-65fcf1d4dbc3bdbff7db26ee1b30a783,9,xfer_completeness_check,98
09-682cf458b6df57932ca6fc0a423464d5,9,mpsl_pm.c,160
09-6c99708362a62829c8f8a337c51f59f1,9,nrfx_twim_disable,64
09-6eaeed4ed8ea04569c2f8cf57294600b,9,nrfx_pwm_stop,68
09-6fcc3dee581c5a2ac2bbd6ad575c09ac,9,hello_world_str,6
09-7218f5cf2ca5fd6b91ac387696d8ae41,9,nrfx_spim_21_irq_handler,16
09-73f60ba355bef58208122dde2ea892b6,9,nrfx_gpiote_global_callback_set,28
09-742c03acf4f71ebf5199687a545c56cf,9,nrfx_spim_xfer,412
09-74a034636f372c05adfd4691b588f214,9,security_changed,64
09-7679507814b42ad4b4bcde3eee36ebd2,9,advertising_start,96
09-76f197ffe3e84e735f00a1c8dd400ee0,9,mitm_queue,48
09-77dcf084c64bd78872392322adc6a78c,9,nrfx_twim_enable,32
09-7d1e63f38687fa2eedbf2554c317b708,9,shift_key,1
09-7ec1c460add9c6167980f43b7f4a0260,9,spim_abort,44
09-82bad1772573ab46c12f98fb0387a82a,9,nrfx_gpiote_in_event_get,4
09-83cba543d5b31e4563b2cdf8d45fa83d,9,mpsl_timeslot_context.c,80
09-87d49ed145b142658b539c3b16b369d7,9,nrfx_gpiote_init_check,28
09-89645c7f905f1aa93eb535669b05a410,9,nrf_memset,70
09-8eb58dd5e328e978169c7b0cbd30d43f,9,interface,154
09-8ee672f8ca540068a4570607d731d3ed,9,twim_configure,60
09-9240b2fbe21108ffb641a85041cd65a4,9,auth_passkey_display,36
09-94a81f25eac763ab5a1dea59095f2370,9,sleep_configure,36
09-95521dcc2096f22ab7af9cd8e214e0f5,9,pin_in_use_by_te.isra.0,36
09-95b1baadd5bf5ec89c009d47f7dac7b4,9,mpsl_assert.h,88
09-97c6d8fff7c397a9f39bcbe38bcd57d8,9,mpsl_ecb.c,462
09-98eb30484bfe62fc0474d6cd67508f5c,9,nrfx_gpiote_trigger_enable,184
09-9b0816097b7c683bc35e20939249f490,9,nrfx_twim_init,116
09-9b29f4a9669bd67cb33a692e93a0734a,9,rem_grtc.c,4426
09-9ef27b51ddcf774cd1235cdacfe4365b,9,hids_boot_kb_outp_rep_handler,68
09-9efab2399c7c560b34de477b9aa0a465,9,common,218
09-9f39d69d9fecf4dbf2c7b63df6d62ce1,9,syscounter_check,56
09-a1e4f950e06a689927e14bf65db222ae,9,nrfx_gpiote_channel_alloc,24
09-a6ffee313fca17096a427768e7173426,9,mpsl_device.c,160
09-a7ad323f94474edc802056e1f701b8b2,9,nrfx_spim_uninit,140
09-abb205c20ace79c83347ba2e95fa774e,9,nrfx_grtc_syscounter_start,200
09-ad3466ccc63faf3027c048026b1c901c,9,pwm_stopped_check,52
09-addac16a8e3288845f744f14e180b748,9,nrfx_grtc_syscounter_get,100
09-b37bee014d005f25e0a67c8a55077727,9,nrfx_gpiote_30_irq_handler,16
09-b4afeb2864f287fcf9d0db717e9f1011,9,num_comp_reply,96
09-b5731cc9cba199735979cc9ff987bb99,9,nrfx_pwm_simple_playback,128
09-ba76ce27e5f0f2c46120ad565956749e,9,hids_obj,612
09-bb7c1990aadae69a43b0f7e0cc2b1928,9,nrfx_pwm_init,76
09-bccbb0d87fef39b5e0a07ff5d9feb6c1,9,mpsl_math.c,284
09-c14e67a8d7c5ddc5d1242266c8a24998,9,nrfx_gpiote_20_irq_handler,16
09-c68603e7e8c63a251c9aa83c2df01849,9,mpsl_temp.c,124
09-c695d416d6a7112c9d9fa6de7f56267d,9,spim_configuration_verify.isra.0,108
09-c6ac522ca5b6ce294c924a96e7d49d86,9,spim_pin_uninit,48
09-c6b58c7cec506f881a2b392c33ad5b84,9,nrfx_pwm_20_irq_handler,120
09-c92f7dfee5b4102b8ef88b18531a5760,9,le_param_updated,12
09-ca2665f010085f232b3f707e9e3e069b,9,nrfx_gpiote_trigger_disable,4
09-cb4cb2401e6e43cf74a54523b8da5f02,9,libs,212
09-ceb2f6705f39a27a974486f7ce75b3aa,9,get_pin_idx,20
09-cf21ab5a595a19cf9ab885a9045cfedc,9,nrfx_gpiote_output_configure,296
09-cffc1dfb958f7f43f71bf5ee2a0007d1,9,mpsl_dppi_protocol_api.c,84
09-d3d5bd0fb4af878d849a198c487c9438,9,hid_buttons_release.constprop.0.isra.0,80
09-d659bd25f4c2a047ccb9b4969a48e070,9,nrfx_spim_init,108
09-d71484b7196fa031db10cbf53df3d152,9,nrfx_rramc_write_enable_set,6
09-d94c4d48348dda0a22b4fe064aa23524,9,hal_clock.c,172
09-db2dba31c9915fbc3cb49cf3c12c58f2,9,nrfx_pwm_stopped_check,4
09-db372a3b416e86d82287a60364290577,9,pin_init.constprop.0,76
09-dd829e84a0523d00b5e2f69f25cbf63f,9,hids_obj_mem_slab,28
09-dda35e208a6f9d1a17ad06bc72a2222b,9,mpsl.c,272
09-de06c9a15fd3157832d18e2433d6238b,9,irq_handler,128
09-de0bb96428ecdb77f6bd99834333f8ff,9,pin_te_get.isra.0,32
09-e0387c7dcd92db98c8f4d7d0712e046a,9,auth_cancel,32
09-e56ca33cb1f357ea32a7630b579403fd,9,notify_complete_cb,12
09-ea8ce6fc14e1516e289d81883ad58f01,9,rem_common.c,144
09-f4e060623bcc8bc69d6c635d1648daa1,9,nrfx_gpiote_init,124
09-f926390f8f016019f565dac2d1770876,9,nrfx_twim_22_irq_handler,388
09-faa725230deed50b451cb3c8e595e632,9,conn_auth_callbacks,24
09-fad58de7366495db4650cfefac2fcd61,9,main,544
09-fb6cf373b8dfaa53fdecf671a502bb57,9,m_cb,84
09-fdbee571c88c9c9e3891f647fac2c2a8,9,hid_buttons_press.constprop.0.isra.0,76
09-fff5db3949e444361f6c807e3a6590f4,9,nrfx_spim_00_irq_handler,16
10-00431a577338786768a0730c93d08e90,10,mpsl_clock_hfclk_release,40
10-00507e94ef4efd1e0936b3ac37bf0b3e,10,clock_ctrl_lfclk_calibration_init,108
10-013b02a875d8f884622f0d360a5dd1e3,10,cmmask.c,68
10-0179f76cdd4e60f632ea30cdece3c955,10,mpsl_signalling_evt_unregister,32
10-04923184322007fab8a000e119cad57a,10,mpsl_timeslot_context_get,24
10-054b2d50e03630b53bf0d1faff11055e,10,mpsl_fem_tx_power_split.c,32
10-06f6018516bf4870684982ba118e590c,10,m_hfclk_interrupt_disable,28
10-0830ba6cef27a110a2c59b052f95a9a0,10,mpsl_low_priority_process,4
10-0a97b3c2333d10a4f7cfa71e00298f12,10,mpsl_timeslot_context_configure,44
10-0affc41f57751093c5250de4000c69b4,10,rem_request,520
10-0d690fea79d10f22a28891774b4bed73,10,rem_hal_event_timer_sig_src_cfg,60
10-0f06bae630ce2c59893fc3d0c59891a4,10,rem_request_query,196
10-103fb385007f17248966395f55f1d063,10,rem_event_start_us_get,12
10-1210b594bac75af465c71559d02b5d4d,10,waitqueue.h,32
10-123cb10e53514cefe480e68e612ec62a,10,rem_hal_event_timer_time_us_get,28
10-14531855120b874f1c54ad81f2b1a743,10,mpsl_is_initialized,12
10-15471298a00f9cb185b03dcaadafd432,10,mpsl_ecb_block_encrypt_extended,16
10-15f0f4f26e4069554a5395b90f5dcf64,10,prng_pool.c,100
10-16fcec9252ef64903b5cca37dfabcfd9,10,mpsl_signalling_evt_signal,56
10-1830c49716d1af088e0e0439371106c5,10,mpsl_tx_power_soc_power_index_get,56
10-1a42215359165aa26df5f056cca4d7a4,10,m_signal_event_handler,128
10-1b372bf27f026a9580eeb625006d5d70,10,mpsl_pm_register_next_event,36
10-1bca9256a2ee07ae2dae0a45a90a0668,10,clock_ctrl_lfclk_calibrate,2
10-1c388e23c8f2650cec496603b9b17c89,10,mpsl_tx_power_channel_map_updated_counter_get,12
10-1ca9e8b3465f335d90a8d3b0dea99edc,10,mpsl_clock_hfclk_protocol_request,12
10-1eb9266a321945a11b04d02dfa150aa8,10,clock_ctrl_lfclk_accuracy_ppm_get,12
10-1fc1602342bb8fcc704581217758bf8b,10,mpsl_cx_initialized,24
10-20280cebedb0ab92af44b0c3b4dc84e7,10,m_session_remove_from_list,128
10-210193ff25f0bc6ad3eebb07861da485,10,rem_enable_irq,20
10-21036e9df637e841f94728b9ca8f17bf,10,mpsl_fem_utils.c,64
10-26c78b25ee1789affeffe1a5db8ca6fe,10,clock_ctrl_wait_for_lfclk_started,28
10-272bca8d434b5eaba2b67b4c06f5178d,10,lib_kmu.c,328
10-27644758bda83f78061e769ed5a03070,10,rem_hal_timer_isr_callback,328
10-2825208c902a4720c83f1775468662c3,10,m_tx_power_values,216
10-285ad224a8db8a1657e25d51269eac02,10,m_hfclk_required,48
10-28d8babf93291d36f7a087b4eb2d7490,10,mpsl_math_u64_div_u32_noinline,126
10-28e18535378fa13d472aa71125f7b7e4,10,hmac.c,438
10-29ce22f85c9e7fcdb7c6ff5b6ef363a0,10,mpsl_fem_none.c,116
10-2cb6e2ea0e0850be16078bd2873221f4,10,rem_event_allow_overstay_set,32
10-307d1b02a2a9ba9b50dd50c0521b0caf,10,clock_ctrl_hfclk_app_request,48
10-315649328d95e66327808695de70b7f6,10,hal_clock_hfclk_inital_is_running_set,12
10-3253470a48fc39f824edd24310eb0097,10,clock_ctrl_hfclk_app_release,16
10-32b8e32c58411fe288f552bb10866289,10,mpsl_clock_period_drift_time_get,84
10-33a767def5c021ab26a3625fd371834a,10,m_events_can_follow,64
10-34a6e5d64ade17ef4e51612c50dd72f5,10,platform,416
10-3a094e165d23eeea4f3114984b1050d7,10,mpsl_clock_hfclk_protocol_is_running,12
10-3c606284486111ee40f6418dedf4c765,10,rem_trigger_xotune,64
10-4230be3f762ae9cd32b36268e5c02aa6,10,rem_time_us_get,4
10-43ba9ed7ccb2c7660ad036d226fbfd92,10,m_calibration_calibrate_start,64
10-4652480a53d1dd1883fa73da28d772b7,10,mpsl_calibration_timer_handle,28
10-474a9bfabbf5be9063e7897dd67cab59,10,sxbuf,154
10-481c478fd1b63cb4301709e20846ba3a,10,mpsl_low_priority_interrupt_pend,40
10-486c6b9dc3b60c86a62734e40ed33e93,10,clock_ctrl_hfclk_protocol_is_running,4
10-49c616d930447b820b6c174fc4348159,10,rem_request_remove,280
10-4b1d2de8e284384fd232e88be4fc75e3,10,m_grtc_irq_cc_channel_handle,60
10-4c45a9f8a89679df0c6137c386ef2091,10,mpsl_signalling_handle,80
10-4cb03e943cee881bcf8c6c3d1ad72487,10,sicrypto.c,196
10-4cde0f8baec3c7391074e7e6092859f8,10,m_reset_and_clear_ecb,48
10-4eaf037d33e747725d38f9bec5c35d12,10,m_find_end_of_conflicting_event_interval,80
10-519176b54512e731754d031bfdb1ba01,10,m_session_close,52
10-51948659f3e1e549a24e3b716b376dbe,10,m_grtc_cmp_reg_set,152
10-55bc0c7ea1663ef94add3ef5c8a96f67,10,rem_sig_stop_set,92
10-5746e337887254cc8a08af8d084a29c8,10,mpsl_clock_wait_for_lfclk_started,12
10-592b84e0a35452fa25095224184147d1,10,mpsl_timeslot_session_close,60
10-593616de15330c0fb2d55e55410bf994,10,base,120
10-59e1d417d3fb311949f47213a6b744b1,10,mpsl_dppi_fixed_channels_set,48
10-5a7464422a767103785646be7de7ecff,10,key_management.c,1960
10-5b54c0a045f179bcbbbc9abcb8b5cd4c,10,ll,43997
10-5c3f02d5b1c2f73e673937afabbbf81d,10,rem_hal_event_timer_sig_src_reset,64
10-5d18f95038af65ec8c790bf83bc0396e,10,mpsl_tx_power_init,2
10-5e0646bf919bc6f2d5e466384fcfd6fe,10,m_grtc_ch_lookup,3
10-5ff1ce56f076bbc0e9cde9a5fca52e42,10,m_cancel_block_range,108
10-601bb3c9c56ff8c6a49e18fc16aaafa3,10,m_status_set,56
10-6345081b65f13e03f0593ca673acb331,10,rndinrange.c,160
10-65c2a3d77127c15d068dec7e00e50649,10,hw,1809
10-6680e85dee2f7003ff8e8dba713e9832,10,clock_ctrl_hfclk_protocol_release,80
10-68275dd4a4f87fdc67f7ac21c6d896f9,10,m_rem_session_start_configure,336
10-6cc87379984b52453c85b17abe8d3675,10,m_hfclk_not_required,52
10-6d7e72ea1ca2b7d0258e568a155084bd,10,util.c,46
10-6df9d491c5ffbe70c4e28ad7dd9e7fbf,10,MPSL_IRQ_CLOCK_Handler,216
10-6e45fa92bd4ccfcdc1c17ee35b0b4bb9,10,mpsl_device_check_if_hardware_is_nrf54l15soc1,24
10-702818a8294e9d554acaf62faf0a4563,10,hci,2824
10-70812905607eccfd1f4756c20beb3005,10,clock_ctrl_hfclk_latency_set,12
10-7098820e85077d777ecff423a6b8faff,10,mpsl_device_check_if_hardware_is_nrf52805,4
10-74f61cb61c08ed8ca9d96189b97dd451,10,mac.c,784
10-77c0a176e54ee5f179b296099d042a97,10,sdc,1920
10-7a44d6c584f474eb2049d43dc136b84b,10,mpsl_timeslot_context_count_get,12
10-7a5488d990c9f6d48b016084cbb7154c,10,rem_session_close,36
10-7a89d7924aca15af011233ea71ca9034,10,mpsl_clock_hfclk_latency_set,32
10-7aa04df9c9bd6a72a96d526dcf103d89,10,m_request_to_internal,128
10-7c3b0e2a281cce518549f780a8e2866e,10,mpsl_temperature_get,124
10-7db102839ae0e538535a3d406664b25c,10,m_multitimer_reset,44
10-7e47e0ef99bee073910788b5207ddc7c,10,blkcipher.c,164
10-7ed35731b7eff7507ec8711757d6d056,10,rem_event_start_multitimer_val,4
10-7f9f781c62a707d41058a4dda0e88d08,10,mpsl_timeslot_init,34
10-83b6ea673010860bab4a825a575b4b3e,10,mpsl_clock_lfclk_calibration_init,16
10-84e55ed9e300e81ee8b64dd2e7d95419,10,rem_hal_event_timer_multitimer_reset,84
10-86bb0045d4e2b5b813307eb63c5895a1,10,common.c,1090
10-88ef2d2d51766aa345c04443f0e06274,10,m_normal_irq_latency_set,40
10-8a362b84b4b0281171037bbf77391cf1,10,hal_clock_lfclk_triggered_src_get,16
10-8ab25b92618c3b75f001f4c092f34f83,10,mpsl_device_init,84
10-8bb13360b407bbc1f04be29547139c9f,10,clock_ctrl_lfclk_calibration_enabled,16
10-8bd985ebdc8846e32b2eb38d959557f2,10,ctr_drbg.c,626
10-8ec8b92f6d05c14f5f815ccfffaa3b99,10,mpsl_sleep_wfe,4
10-8ef3dc2679bdf546c632594e013cafbf,10,m_trim_hfpll,120
10-8fe82be134debbb9190760615767752e,10,mpsl_init,164
10-90236da39fce76ace84a44157220bcda,10,baremetal_ba414e_with_ik,434
10-91bc1cd29ba45bef7bd63e9b6fabd277,10,cmdma.c,342
10-9229d9b9d6dce12d226c4fe2c09f6fce,10,mpsl_tx_power_total_tx_power_constrain,52
10-933a8fd9a2d907f98f73703f69ff79f4,10,mpsl_clock_hfclk_rampup_time_us_get,20
10-938203846915269c156742c9074b8784,10,mpsl_pm_has_pending_requests,60
10-9390f0e7bc0b2ab0201c94cf01f5cd80,10,mpsl_clock_hfclk_protocol_release,12
10-95cc64dd2825f9df13ec4ad683ecf339,10,cs,60
10-96d5c47b7a814ce99406a7694b2d9c57,10,rem_hal_timer_start,120
10-96f5019519d1a07489dbf3c81b3d1a12,10,mpsl_clock_init,152
10-97f312806ecb877fb6f15b6d88d38ce8,10,m_rem_sig_stop_configure,46
10-9a0897ab8eeb30d559089b77d3557361,10,rem_signal,20
10-9b22f52928484166654353c2023fb0d0,10,mpsl_cx_none.c,52
10-9b62af4897a0ec5908acabf5b2bd0faa,10,key_derivation.c,424
10-9bcef8d4bb10c0af8c538a53c9bc3b65,10,clock_ctrl_init,528
10-9e1140d79cbd84abf2b57aa9809523a2,10,rem_session_open,76
10-9e938e4b2e31106715d943a3862b9206,10,clock_ctrl_hfclk_protocol_request,40
10-9f69cf2065dd7cc4635b302cb524ce2f,10,mpsl_assertion_handler,88
10-9fc443cff68c941e886bf527052277d9,10,m_find_place_in_active_list,88
10-a1b7cac2871f3e0bd43520161b61bb1b,10,clock_ctrl_handle_update_vco_trim,52
10-a69fa7900a2183f9a39b663235030169,10,hal_clock_lfclk_is_running,36
10-a75f4bc5e84abab8fcef4476a0fa2ef4,10,cracen.c,288
10-a7d198d06d0b32aef819e34f2013e553,10,m_timeslot_end,28
10-aa7fc1d8c9422e6e01454ecf6557f1fe,10,mpsl_device_check_if_hardware_is_nrf54l20,24
10-aa87f37602566f842c1c605faa54edd2,10,mp_methods,4
10-ab868278d8658ce36899515ff3f885a0,10,mpsl_timeslot_session_open,124
10-ad104f4d4f039676fb242d5aad115f34,10,rem_event_length_and_priority_update,208
10-aff3c587c568f729818d075f8adce162,10,mpsl_signalling_evt_register,56
10-b017daa2a92d4675dac906deec79b933,10,hal_clock_hfclk_is_triggered,16
10-b2f57e8b509f8489ef66693f6a02e2a3,10,ec_helpers.c,22
10-b36c64c6e1a68563b767f7da9e6978ab,10,iomem.c,88
10-b3cd915d758008bd19d0f2428fbb354a,10,mm,3656
10-b56e31aa039bca5f7eeb74e0a4cbbf0f,10,hal_clock_hfclk_start,16
10-b8eac5e34408b16c2be6dd0a5efe838b,10,m_cb_return_value_handle,234
10-b97da99acd7f8e28f0ddb01fbafc211f,10,m_grtc_event_and_int_cleanup,52
10-bad6d10fe6c50598f3dea12bc6085640,10,kmu.c,1694
10-bbe4f42a52951a3583a9a73c707b557e,10,mpsl_ecb_block_encrypt_extended_and_csaa,158
10-be4e4d426670f3025677d9cf0210e2e2,10,cmac.c,200
10-beb90df7066ab9c15174ac321dac2a3f,10,m_rem_callback,490
10-bec6ce0af34f934bb2f370638696dee8,10,MPSL_IRQ_RADIO_Handler,44
10-befb8592efcbe090f62e8cbc592b58ee,10,mpsl_device_check_if_hardware_is_nrf54l09,24
10-bf8c62203a98fe64279cbbbe9f4ae317,10,mpsl_tx_power_radio_supported_power_adjust,32
10-c05dcb6d6660fc031e33be333efd0c8a,10,rem_session_idle_check_clear,152
10-c695b0e55425b03d96622e490610e45f,10,mpsl_fem_init.c,14
10-c7d5f8495162588e6bb8a9e1975c45e7,10,soc,92
10-ca5eff7b4f3d91ae4b1bd4c53cc4687d,10,hal_clock_hfclk_is_running,28
10-cb827609341c41f4f8ba303a3651a4dd,10,mpsl_cx_register_callback,12
10-cd398c2ed5e064e4a1a1fe600d55a71c,10,clock_hfclk_rampup_time_us_get,12
10-cd42a2cea7ceae03cab7ed043e9e1f96,10,mpsl_timeslot_request,182
10-cd99509fe1cfec288a4f4a671e700c9b,10,mpsl_clock_hfclk_request,44
10-cdbe0b1bf2ce9cf4ca3d2e0e5f37ddc2,10,m_rem_request_complete,76
10-cde9e8dec3ca8de88aa6cf61c1c0252c,10,hal,6355
10-d4705cecd2841d40aeb367117a7f3420,10,rem_session_callback_set,32
10-d4c185990ec45c7d8d323065b9d342b5,10,microcode_binary.h,4892
10-d5eaaf7a3fb9542a1fcfc3c626168d3c,10,rem_hal_event_timer_sig_src_reset_all,20
10-d87a5c57f48f43da49181a978ff38d90,10,m_ecb_block_encrypt,288
10-da0581a7b1849e8c2ce4f400ccaa88de,10,mpsl_pm_low_latency_request,64
10-da83301861163fdfdf79258b49c19985,10,mpsl_math_u64_div_u64,158
10-dabb30581907e76f7119833f7820d5a9,10,ecc.c,156
10-daff8b41793ecc4f91ba2911b8d0377c,10,mpsl_cx_granted_ops_get,12
10-dc9095ac7ead1fc8926422251cfaab52,10,trng.c,484
10-dd0dc29d4f26c81a1c6ca523373be9e3,10,rem_timer_to_rtc_us_drift_get,38
10-dfb7fb890746933bd66f5774bc970826,10,m_tx_power_adjust_lut,55
10-dfc12bc03dc7c65102b5c64845deb51f,10,m_timeslot_state,1
10-dfd350d89aab634e36d59269eae13e50,10,internal_nrfx_assert_handler,20
10-dffef8c5c84dbb62653a82abf81e6beb,10,MPSL_IRQ_RTC0_Handler,24
10-e43ad17e8e6f82de63006995041d40ac,10,isoal,28
10-e43ba0f48394441ab7ea863d6da2fcbd,10,mpsl_dppi_fixed_channels_clear,36
10-e4cad81705e85edba676379263ba255b,10,rem_event_priority_get,32
10-e5d274c3326c287c8c681f3e76191740,10,mem_helpers.c,124
10-e6026f0660bc07cfac2ca235944caa0d,10,rem_start,132
10-e71446996ccc01aa5c48a1b6c8019d25,10,rem_event_length_extend_max,140
10-e8f44a56d92a003de5f7039def945ee0,10,mpsl_fem_abstract_interface.c,108
10-e9c847b030ac569ce30b386d64063162,10,nrf_grtc_sys_counter_compare_event_disable.constprop.0,40
10-ea1d79d0839b1b81099f1894edb2cd61,10,clock_ctrl_calibration_timer_handle,84
10-eb6f5521617ef5229d5f07865b8ace94,10,MPSL_IRQ_TIMER0_Handler,20
10-ed936896233620bbef288705cca2fc9c,10,mpsl_timeslot_session_count_set,70
10-ed99e5a0ce200563ad08a2e6c0469db1,10,m_low_irq_latency_set,40
10-efcd5df1d485cb0a428e9ff99c7cf5bc,10,mpsl_cx_request,12
10-eff9999082c8ce7d8ba1fc1d79f439cf,10,hash.c,290
10-f41bc883bfb28da6965314aa59a5f14a,10,mpsl_cx_release,12
10-f6a3db511ff4c66fc29d7ded1dfd0ffd,10,mpsl_clock_lfclk_accuracy_ppm_get,20
10-f6b4e3d5933c560fa9482f3a9afc1b5a,10,hal_clock_lfclk_is_triggered,16
10-f7d2a54b3f2102146b0a91e33782e78c,10,hal_clock_hfclk_stop,32
10-f871f660814b85f06734b42760cf26ab,10,rem_sig_end,524
10-f9ee9ffd0e02e3ada6205a79e197a2c9,10,m_request_params_valid,88
10-fc936c67cc8fd82705786ccb911c3798,10,m_find_earliest_possible_active_start,76
10-fe2398a7df9000bba4d869d8cd940c0d,10,m_default_clock_cfg,8
10-ff1da4346b4aa47e35a260c08fe74fce,10,m_find_and_move_to_place,148
11-02ad8d2f9cc038fec5e8a69e9670ea1e,11,si_task_init,20
11-050c5068b96c34127e3ca61d59db64be,11,cracen_cmac_finish,94
11-05aaa1a5a0beabd9d606f9dc68b856eb,11,sx_cm_load_mask,68
11-0812117982f3a1340353099887c5322e,11,cracen_mutex,4
11-09d4bd03ce232e7ace0e2369c6fe9d95,11,cracen_mac_update,248
11-0eae323390b4fd1875d91a9d2640361e,11,ba411tags,16
11-0fd8006230149ab229847684e149586d,11,k_cracen_mutex,20
11-10573b873d2fa5a365d558a45e328e47,11,request,12
11-1066cc3fae1d0680fb449034881e56a4,11,req_grant_delay_get,4
11-123fead50246387983ee340507115ef4,11,release,4
11-1240feb14683c41180f948436d2e4819,11,k_cracen_prng_context_mutex,20
11-1456deec0d43a1edba936b953b958188,11,sx_trng_close,20
11-192e9e611aa445720aa22c387193cf44,11,sx_hash_wait,16
11-1a8b8243fac9320b1193ca062feab94b,11,cracen_mac_compute,94
11-1ba10e7f2448f1e34b6679b652d3063d,11,trng_get_seed.constprop.0,58
11-1be2a59822ac2b798bbe0f7f39d7c96d,11,valid_keys,380
11-1dae7848ca4e6f9f04713245ab6b1f27,11,pk_baremetal.c,434
11-20cb65f9f3dde538e0538e11c9bfe9e9,11,metadata_usage_flags_mapping,28
11-210684d78a2359b85294e58b75a9ab3a,11,cracen_import_key,396
11-2232df84d2a3f1cfe981c497ebfb6ea1,11,si_task_consume,34
11-2333796753660c413b5f3b62c302eeeb,11,hash_get_algo,92
11-23d66cdb038ef9a7fb2ab8d3e817da33,11,cracen_destroy_key,4
11-24d02b3b43ee06c671914fdaa2ebae6f,11,cracen_kmu_provision,672
11-24d85dad39019ebe4d32d5ad6bc340fb,11,hash_status,44
11-25d902c24283ab8cfbac54dfa101ad31,11,src,92
11-26537dff17489a5670ca9b3df611ad44,11,fem_none_abort_extend,4
11-27910bc25740bd3e1bff74124dc0bf71,11,mpsl_fem_tx_power_split,20
11-2872abb16ecbb8088adeee73dcb26734,11,cracen_kmu_prepare_key,56
