uuid,level,name,std1,app1,app1(%),app2,app2(%),feat1,feat1(%),feat3,feat3(%),feat6,feat6(%),opt1,opt1(%),opt2,opt2(%),opt3,opt3(%)
02-038cb18b7052e5590106f5aa9fefc998,2,__isr_table_entry_z_irq_spurious_irq_537,,,,8,,,,,,,,,,8,0,8,0
02-039afd9944ff8bb7c07f37d7f624da21,2,sys_clock_cycle_get_32,,,,30,,,,,,,,,,30,0,30,0
02-039b82b152daed85aa60790d974b612a,2,net_buf_fixed_hci_rx_pool,,,,4,,,,,,,,,,4,0,4,0
02-03da88b3960003e51bc67c7bb0386999,2,sx_curve_nistp256,12,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0
02-0404dc2c16d4bcf2ce68e7523868a995,2,submit_to_queue_locked,,,,160,,,,,,,,,,160,0,160,0
02-0418b64145355dec6b595c5087db0de2,2,nordicsemi_nrf54l_init,,,,176,,,,,,,,,,176,0,176,0
02-04446800a2ddafbb7fd19c22a93318bf,2,hid_init.lto_priv.0,,,,1628,,,,,,,,,,1628,0,1628,0
02-044db9b7919cfafda6d31399eac85f4a,2,__init_statics_init_pre,,,,8,,,,,,,,,,8,0,8,0
02-0465f9d9258d3ff16d4ab276b7ac447a,2,net_buf_fixed_cb,12,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0
02-04c078d6acbd56aa06487fd064cc27a9,2,level_cpf,,,,8,,,,,,,,,,8,0,8,0
02-04c1e4672334cd398014917d7255a543,2,nrfx_power_clock_irq_handler,,,,4,,,,,,,,,,4,0,4,0
02-04c5e56a849bfb57dea8ad30f764276a,2,__isr_table_entry_z_irq_spurious_irq_784,,,,8,,,,,,,,,,8,0,8,0
02-04d41be17d5396292cd9b0d1cd79ffd3,2,__isr_table_entry_z_irq_spurious_irq_721,,,,8,,,,,,,,,,8,0,8,0
02-04d9d638d8db7cc4206e7f9f3d077aae,2,mpsl_fem_api_init,,,,10,,,,,,,,,,10,0,10,0
02-0534570bf1dfac0e94c2e536270fd3a9,2,m_lut.3,20,20,0.0,,,20,0.0,20,0.0,20,0.0,12,-40.0,20,0.0,12,-40.0
02-05533e7a0ea600c6bb6eb9a734919be1,2,gatt_conn_cb.0,36,40,11.11,40,11.11,40,11.11,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0
02-057cca003c75ace7e5f5b414a260937e,2,k_queue_init.lto_priv.2,,,,,,,,,,,,,,,,24,
02-05905459d24f47b78effd0bfbed9302d,2,__isr_table_entry__isr_wrapper_irq_496,,,,4,,,,,,,,,,,,4,0
02-0591fde52cb021e21414b153f5e33385,2,z_impl_k_wakeup,,,,68,,,,,,,,,,68,0,68,0
02-059ce3d629788ac9e834415b29babc22,2,spi_nor_access,,,,132,,,,,,,,,,132,0,132,0
02-05b67673090ed0a70a90af25b687a078,2,__isr_table_entry_z_irq_spurious_irq_693,,,,8,,,,,,,,,,8,0,8,0
02-05c2e88813a279f6dc7882ca1ec2ea7a,2,__isr_table_entry_z_irq_spurious_irq_640,,,,8,,,,,,,,,,8,0,8,0
02-05faf20c8b050264204701bcf037f654,2,__isr_table_entry__isr_wrapper_irq_166,,,,4,,,,,,,,,,,,4,0
02-0608eaefe83084a9971a8068e83aaf57,2,__aeabi_memcpy8,26,,,,,,,,,,,26,0.0,,,,
02-06aa6fa8bdc2078e7e1bd903e70c8f6a,2,connected,,,,332,,,,,,,,,,332,0,332,0
02-06e274348a9823857effc05c1c1c2a53,2,__isr_table_entry__isr_wrapper_irq_426,,,,4,,,,,,,,,,,,4,0
02-070cbc32211977f1101d891152020131,2,bt_hci_evt_get_flags.lto_priv.0,,,,36,,,,,,,,,,36,0,36,0
02-0733ec0f8b2fdddef01b18aa8843b5bb,2,__isr_table_entry__isr_wrapper_irq_504,,,,4,,,,,,,,,,,,4,0
02-07427b7359ea466f8f20e9177f47b8b0,2,fem_none_abort_reduce,4,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-0748f3fe7904e44d34f7cec95dd82e16,2,bt_att_status,,,,64,,,,,,,,,,64,0,64,0
02-07d0ad8df9e5749d90e6b55bec5797a8,2,__isr_table_entry__isr_wrapper_irq_116,,,,4,,,,,,,,,,,,4,0
02-0809b289893a06c000c478fe4ce5bfe6,2,zms_gc.lto_priv.0,,,,450,,,,,,,,,,450,0,450,0
02-0810fb2841b7777c3be7bdcf2c32cda5,2,tx_notify_process,,,,96,,,,,,,,,,96,0,96,0
02-0817fca9197ca2a96267f30adaf166f1,2,__isr_table_entry__isr_wrapper_irq_58,,,,4,,,,,,,,,,,,4,0
02-085ec9028a75bdc55dea593afae9f6a4,2,att_find_info_req,,,,108,,,,,,,,,,108,0,108,0
02-088878faad7992453e58d3734932437c,2,irq_handler.lto_priv.0,,,,424,,,,,,,,,,424,0,424,0
02-08ab7a81299f7f9c82673fb4be74aad7,2,__isr_table_entry_z_irq_spurious_irq_770,,,,8,,,,,,,,,,8,0,8,0
02-08be9eb4c983bd77dadc3d2b92f5166e,2,sx_hw_reserve,,,,80,,,,,,,,,,80,0,80,0
02-08c111dd0ef276130bbb284f993e6757,2,__isr_table_entry__isr_wrapper_irq_524,,,,4,,,,,,,,,,,,4,0
02-08d430dcd4a49c69816ff6914197cc5d,2,__isr_table_entry_z_irq_spurious_irq_617,,,,8,,,,,,,,,,8,0,8,0
02-08eb15ae38f1e2e90839bae4d3526534,2,__isr_table_entry_z_irq_spurious_irq_720,,,,8,,,,,,,,,,8,0,8,0
02-08f98eb6cdc23b73c84749b5b475d606,2,bas_init.lto_priv.0,,,,4,,,,,,,,,,4,0,4,0
02-090eab40efd3fd504b6345662cb86b92,2,__isr_table_entry__isr_wrapper_irq_370,,,,4,,,,,,,,,,,,4,0
02-091b775a4b55c011411f48f9cc074841,2,__isr_table_entry_z_irq_spurious_irq_705,,,,8,,,,,,,,,,8,0,8,0
02-094456777b159a992600efc9093b9527,2,sys_slist_get.lto_priv.5.lto_priv.0,,,,20,,,,,,,,,,,,20,0
02-0947a265d367ee6b0b8ab856456989b3,2,net_buf_simple_pull_le16,,,,18,,,,,,,,,,18,0,18,0
02-099a80051ec92e7b1b22522a7a22642c,2,nrfx_gpio_handler,,,,88,,,,,,,,,,88,0,88,0
02-09c4fd9c4cd615bc0ea5f27c3cb5618f,2,read_ppcp.lto_priv.0,,,,40,,,,,,,,,,40,0,40,0
02-09d4bd03ce232e7ace0e2369c6fe9d95,2,cracen_mac_update,,,,596,,,,,,,,,,596,0,596,0
02-0a015fa112c5ad39f4aba0324aeee2c7,2,sys_hash32_murmur3,,,,128,,,,,,,,,,128,0,128,0
02-0a04c27110abdc95c73f9305088e97c3,2,free_list_remove_bidx,,,,92,,,,,,,,,,92,0,92,0
02-0a1fca5018224df01fccd9049c2f4ecf,2,__isr_table_entry_z_irq_spurious_irq_628,,,,8,,,,,,,,,,8,0,8,0
02-0a4338ea3651b750487758d27cb904c1,2,ops.0,40,40,0.0,,,40,0.0,40,0.0,40,0.0,40,0.0,,,,
02-0a6860e83a5bef7351fe2f9e60a849ec,2,init_mem_slab_obj_core_list,,,,76,,,,,,,,,,76,0,76,0
02-0a7a8ef9af54fe35eefb87daa52aa147,2,mbedtls_heap_init,,,,128,,,,,,,,,,128,0,128,0
02-0ace0db909023ba85024f09916ecee6c,2,__isr_table_entry_z_irq_spurious_irq_775,,,,8,,,,,,,,,,8,0,8,0
02-0afd0d2c3d96ddbeb460faed416fa3b9,2,__isr_table_entry__isr_wrapper_irq_500,,,,4,,,,,,,,,,,,4,0
02-0b0030d554d1320fa293688b5c2e6baa,2,smp_init,,,,76,,,,,,,,,,76,0,76,0
02-0b1317248ee6ac8d6c992cc221ce0953,2,smp_pairing_failed,,,,74,,,,,,,,,,74,0,74,0
02-0baa757cf1c2eb0529df392b37709912,2,bt_id_set_adv_private_addr.constprop.0,,,,36,,,,,,,,,,36,0,36,0
02-0bb404d52f0eeefdd34e968ccd87c99e,2,__isr_table_entry_z_irq_spurious_irq_757,,,,8,,,,,,,,,,8,0,8,0
02-0bd5a956ab07da5ef07aafa072af8af0,2,bt_gatt_identity_resolved.lto_priv.0,,,,92,,,,,,,,,,92,0,92,0
02-0bf43b7346d922e1972fd82988d4b6a0,2,ll_pdu_dc_reject_ext_ind_reject_opcode_set,4,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-0bf56aec61dae65a6100f98bda3ab310,2,hci_driver_close.lto_priv.0,,,,56,,,,,,,,,,56,0,56,0
02-0cb15fa9e1d6008c9f7c207636e458c8,2,delay_machine_code.0.lto_priv.0,,,,6,,,,,,,,,,6,0,6,0
02-0ce798db6b3dfdf9186eea35fef0efbc,2,__isr_table_entry__isr_wrapper_irq_148,,,,4,,,,,,,,,,,,4,0
02-0ceed713246d7df85a4c6174607645dc,2,bt_gatt_foreach_attr_type.constprop.0,,,,284,,,,,,,,,,284,0,284,0
02-0cf87221f6d58a8300e7ba54b3d6f38f,2,bt_addr_copy.lto_priv.1.lto_priv.0,,,,10,,,,,,,,,,,,,
02-0cf875fda5bab7de4d170bf78b9000e0,2,psa_validate_ecc_key_attr.lto_priv.0,,,,184,,,,,,,,,,184,0,184,0
02-0d0d26d6cb4f5b9fbb91267fef5156f2,2,bt_conn_reset_rx_state,,,,18,,,,,,,,,,18,0,18,0
02-0d3f42bbc69d289a9267c86583353761,2,__isr_table_entry__isr_wrapper_irq_450,,,,4,,,,,,,,,,,,4,0
02-0d543c4be79df37b105fac33572a3c1d,2,__isr_table_entry__isr_wrapper_irq_164,,,,4,,,,,,,,,,,,4,0
02-0dcdb7970d541ac59fcd3c36ed2a6ea0,2,sx_pk_run,,,,46,,,,,,,,,,46,0,46,0
02-0df725f304f302d775222e9d59a4c687,2,find_sc_cfg,,,,56,,,,,,,,,,56,0,56,0
02-0dff49faf0f543995117aa5f1f7c8fae,2,mbedtls_threading_psa_globaldata_mutex,,,,20,,,,,,,,,,20,0,20,0
02-0e2197f26d63cf055986d66d962c46a4,2,psa_remove_key_data_from_memory,,,,48,,,,,,,,,,48,0,48,0
02-0e6ddc232dc3edcc41e6e2d5737ceb79,2,pin_trigger_enable,,,,176,,,,,,,,,,176,0,176,0
02-0eae323390b4fd1875d91a9d2640361e,2,ba411tags,,,,16,,,,,,,,,,16,0,16,0
02-0eb70b66a36643d931aa590d56213c7d,2,hids_outp_rep_ref_read,,,,38,,,,,,,,,,38,0,38,0
02-0eb9b3af2e4a00837a1b1a854c9ea18c,2,modules,15501,12425,-19.84,,,12425,-19.84,12425,-19.84,12433,-19.79,12425,-19.84,,,,
02-0eba3a7ab827a2c3d048c9585da502c3,2,atomic_clear_bit.lto_priv.0.lto_priv.0,,,,20,,,,,,,,,,,,,
02-0f136d9604dbc292d653fb4b1b414746,2,z_irq_spurious,,,,10,,,,,,,,,,10,0,10,0
02-0f1c1e33ca0e658ca20ddb2337fb2f61,2,call_handler,,,,62,,,,,,,,,,62,0,62,0
02-0f242017f34f5349c3aec4114c634734,2,__isr_table_entry_z_irq_spurious_irq_698,,,,8,,,,,,,,,,8,0,8,0
02-0f29f6d1338856c5c6783a7041321ea6,2,atomic_set_bit.lto_priv.0.lto_priv.0,,,,18,,,,,,,,,,,,,
02-0f8109b4a3536bb52edf708464528010,2,psa_register_read,,,,26,,,,,,,,,,26,0,26,0
02-0fbedaa99f3319829dd81d64082d6d8d,2,__isr_table_entry__isr_wrapper_irq_514,,,,4,,,,,,,,,,,,4,0
02-0fd8006230149ab229847684e149586d,2,k_cracen_mutex,,,,20,,,,,,,,,,20,0,20,0
02-0fff88c07796f6997bf005593b15c507,2,__isr_table_entry_z_irq_spurious_irq_741,,,,8,,,,,,,,,,8,0,8,0
02-10460ca8b067bc18da64c2e82eda1d22,2,read_pnp_id.lto_priv.0,,,,24,,,,,,,,,,24,0,24,0
02-10a6432854346ec3c586d511372ad1cf,2,att_find_type_req,,,,196,,,,,,,,,,196,0,196,0
02-10ad58af670c0132e8ce7bc45820c6a1,2,__isr_table_entry__isr_wrapper_irq_272,,,,4,,,,,,,,,,,,4,0
02-10ae1b43e1fc7c6fb8dc5724c0078b20,2,bt_le_adv_resume,,,,204,,,,,,,,,,204,0,204,0
02-10bd057dbaae1fb82a5334f681effd3c,2,bt_att_chan_send_rsp.lto_priv.0,,,,28,,,,,,,,,,28,0,28,0
02-10c8101ac71baeaa267f63e6b7ba8427,2,bg_thread_main.lto_priv.0,,,,2884,,,,,,,,,,2884,0,2884,0
02-10c82873e29731c597743040616e4f9d,2,sx_pk_mem2op_be,,,,46,,,,,,,,,,46,0,46,0
02-10d7de5ef6fcbdfe3952daf50b814742,2,caps_lock_handler,,,,20,,,,,,,,,,20,0,20,0
02-1120eb98973f1324826aaad4895a2993,2,fem_none_lna_configuration_clear,6,6,0.0,6,0.0,6,0.0,6,0.0,6,0.0,6,0.0,6,0.0,6,0.0
02-1143246278053b484abb3337af4b076d,2,k_queue_get.lto_priv.1.lto_priv.0,,,,184,,,,,,,,,,,,,
02-116abace34efc102a7ab6bfedbd435bb,2,__isr_table_entry__isr_wrapper_irq_96,,,,4,,,,,,,,,,,,4,0
02-116ee16751712b70079618dbe25b7ec4,2,bt_l2cap_recv,,,,50,,,,,,,,,,50,0,50,0
02-119146ba50173a8a81e2542ba447b2a3,2,SystemInit,,,,248,,,,,,,,,,248,0,248,0
02-11d6b18b1d4e40cf9c3b1a5cab49f28e,2,gpio_nrfx_manage_callback.lto_priv.0,,,,48,,,,,,,,,,48,0,48,0
02-11dec2e900386817d418713e4af98eff,2,soc_config_cleanup,4,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-11e58088702fbcb5b7356e4dde5d11c8,2,pending_recycled_events,,,,24,,,,,,,,,,24,0,24,0
02-123e994c276a9b86b8892d73142398e2,2,psa_finish_key_creation.constprop.0,,,,64,,,,,,,,,,64,0,64,0
02-1240feb14683c41180f948436d2e4819,2,k_cracen_prng_context_mutex,,,,20,,,,,,,,,,20,0,20,0
02-126f1e73863a1e10a60a31829c106b41,2,__isr_table_entry__isr_wrapper_irq_260,,,,4,,,,,,,,,,,,4,0
02-12a3736bb04834698987859685233b4b,2,zms_flash_data_wrt,,,,52,,,,,,,,,,52,0,52,0
02-12ab9550b3cfcb7f0b37ee2fa481c129,2,zms_get_sector_header.lto_priv.0,,,,72,,,,,,,,,,72,0,72,0
02-12b0b87bb412c741b4cc73cf9327f04d,2,smp_public_key,,,,272,,,,,,,,,,272,0,272,0
02-12db0d6ce4c0a9e11c9b85f82e3a9d03,2,__isr_table_entry_z_irq_spurious_irq_536,,,,8,,,,,,,,,,8,0,8,0
02-12f5c7ec4a00534ed2de6811a721aa56,2,__isr_table_entry_z_irq_spurious_irq_692,,,,8,,,,,,,,,,8,0,8,0
02-1305ea07abf8ad1fd0af7e0ef0158a50,2,z_abort_thread_timeout.lto_priv.4,,,,,,,,,,,,,,6,,,
02-130e43a92b201aa621ce2e8389b33809,2,__isr_table_entry_z_irq_spurious_irq_600,,,,8,,,,,,,,,,8,0,8,0
02-134a557b3fc88b6c6aa7e359c193f6db,2,update_ccc,,,,224,,,,,,,,,,224,0,224,0
02-1362833441419646b01cf979e676b51d,2,multithreading_lock_release,,,,12,,,,,,,,,,12,0,12,0
02-13d61ff0a2f53ea821c20cb5fb0a1d29,2,bt_id_del,,,,256,,,,,,,,,,256,0,256,0
02-13d8c90a8a1bec2fb8a75aa1bd60d694,2,gen_method_sc,,,,25,,,,,,,,,,25,0,25,0
02-13d90d84ada6252899ad7462e4b856bb,2,bt_att_disconnected,,,,296,,,,,,,,,,296,0,296,0
02-141e2443481eb13a4f9c569ffa45bf4f,2,__isr_table_entry_z_irq_spurious_irq_781,,,,8,,,,,,,,,,8,0,8,0
02-1429ee535390ce3368c27ba3ceb3bb86,2,l2cap_recv,,,,80,,,,,,,,,,80,0,80,0
02-142c1978ce556f821ec99cc3f73ae7da,2,psa_fail_key_creation.constprop.0,,,,36,,,,,,,,,,36,0,36,0
02-146a40c895cd89ba21b59b598efef335,2,k_queue_get.lto_priv.3.lto_priv.0,,,,,,,,,,,,,,184,,,
02-14bdef26d7e314b34ae374163ef0e325,2,le_conn_update_complete,,,,296,,,,,,,,,,296,0,296,0
02-14c84ab95372a7d1b5a7601b3b934d0d,2,__isr_table_entry__isr_wrapper_irq_392,,,,4,,,,,,,,,,,,4,0
02-14dabb22e50254fe67bd2c4b6ea29971,2,pm_device_driver_init.lto_priv.1,,,,,,,,,,,,,,32,,32,0
02-14e96c12cb011a1c738131926ffcd07d,2,notification_cb_flag.lto_priv.0,,,,1,,,,,,,,,,1,0,1,0
02-14ec217fbf853cdac0be40904fdfa44e,2,sys_get_le32.lto_priv.0,,,,,,,,,,,,,,4,,4,0
02-14f14bae508c48a90a4c4e196672872f,2,k_work_submit,,,,12,,,,,,,,,,12,0,12,0
02-151215f7c610032d3f44a066730e09f1,2,__isr_table_entry__isr_wrapper_irq_184,,,,4,,,,,,,,,,,,4,0
02-151d1a2720cc2ad45e71f0bb7e1999fe,2,__isr_table_entry_z_irq_spurious_irq_562,,,,8,,,,,,,,,,8,0,8,0
02-154a4554c0b07575c0153dc37a6b98b7,2,z_abort_thread_timeout.lto_priv.2.lto_priv.0,,,,,,,,,,,,,,,,6,
02-155cfc268120648673b10e41c5201ca0,2,cracen_wait_for_interrupt,,,,80,,,,,,,,,,80,0,80,0
02-155fb2fa6251336b7468ce9c5b3aad71,2,bt_gatt_store_cf,,,,64,,,,,,,,,,64,0,64,0
02-1563d57a2fbbd7ccc9f840c4ef99a6b2,2,__device_dts_ord_10,20,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0
02-15a8be0d3db8dcbeb6b8d802bb4e0dce,2,hids_boot_kb_inp_rep_ccc_changed,,,,4,,,,,,,,,,4,0,4,0
02-161cfd5335f0121c6d03f4c87e5b7eb0,2,__isr_table_entry_z_irq_spurious_irq_635,,,,8,,,,,,,,,,8,0,8,0
02-1625d76be5b128c0bdac61cfa930b20c,2,bt_rand,,,,40,,,,,,,,,,40,0,40,0
02-165ffbc822cac1ba8f1eda5cf56845f1,2,onoff_stop.lto_priv.0,,,,48,,,,,,,,,,48,0,48,0
02-16604d3a6772701ce3665584477df6a3,2,__isr_table_entry__isr_wrapper_irq_520,,,,4,,,,,,,,,,,,4,0
02-16b66df32213c97f1862e07e9d97f0b5,2,gatt_indicate,,,,276,,,,,,,,,,276,0,276,0
02-171683ecbb3d313ad07176a76ac3e2ad,2,net_buf_fixed_alloc_hci_cmd_pool,,,,12,,,,,,,,,,12,0,12,0
02-1729d8828dedcef3edf7aa54b842813c,2,__isr_table_entry__isr_wrapper_irq_394,,,,4,,,,,,,,,,,,4,0
02-173567be71e7fc4f6a761e6248fb11d2,2,atomic_set.lto_priv.3.lto_priv.0,,,,16,,,,,,,,,,,,,
02-1746aea4cab77b7417101baafeffafa4,2,sys_clock_tick_get,,,,48,,,,,,,,,,48,0,48,0
02-17b4e41cc091386d9171227ae00fd0d3,2,entropy_psa_crypto_rng_api.lto_priv.0,,,,8,,,,,,,,,,8,0,8,0
02-17cf759d2f1b0f5f9db6ae2c1640d109,2,smp_find,,,,56,,,,,,,,,,56,0,56,0
02-17d4491f16912694400c9d687c8a6f25,2,auth_passkey_display.lto_priv.0,,,,32,,,,,,,,,,32,0,32,0
02-17e567aceae465d05a60c1a921a2e9a0,2,k_sem_take.lto_priv.5.lto_priv.0,,,,66,,,,,,,,,,66,0,,
02-17f3c8150bbe6d2746c1b69a8505383b,2,timeout_list,,,,8,,,,,,,,,,8,0,8,0
02-17fa2506d21f9af06483b71a6a617cea,2,remove_peer_from_attr,,,,40,,,,,,,,,,40,0,40,0
02-17fa8d836ebc302e0f56fdfa53452724,2,__isr_table_entry__isr_wrapper_irq_248,,,,4,,,,,,,,,,,,4,0
02-180576eca01430ddebd2980f76b74ce0,2,__isr_table_entry__isr_wrapper_irq_442,,,,4,,,,,,,,,,,,4,0
02-180b93aa36fd59406c67a07a1f3bacb0,2,spi_nor_0_config,,,,52,,,,,,,,,,52,0,52,0
02-181686124912cfcd54e5656588111330,2,__isr_table_entry_z_irq_spurious_irq_577,,,,8,,,,,,,,,,8,0,8,0
02-1871ac29eef772378903e1ad40a709db,2,__isr_table_entry_z_irq_spurious_irq_645,,,,8,,,,,,,,,,8,0,8,0
02-188e867ac88558d3a5f04ce245469b10,2,__isr_table_entry__isr_wrapper_irq_168,,,,4,,,,,,,,,,,,4,0
02-191f5307f5f82f6c76e13dff551ec89b,2,bt_init.lto_priv.0,,,,1364,,,,,,,,,,1280,0,1280,0
02-19220b95a8f4090fc9a83d3c4631d378,2,__isr_table_entry_z_irq_spurious_irq_585,,,,8,,,,,,,,,,8,0,8,0
02-19228d817728ce9f2c946051529284b4,2,k_event_post_internal.constprop.0,,,,158,,,,,,,,,,158,0,158,0
02-199c8c824685a14f12c655ab3cec42fa,2,__isr_table_entry_z_irq_spurious_irq_793,,,,8,,,,,,,,,,8,0,8,0
02-19acc109b30f38c41605a1e2d8261b85,2,l2cap_create_le_sig_pdu,,,,40,,,,,,,,,,40,0,40,0
02-19b656b9789705a8f4dfb2af3cf2a183,2,get_status.lto_priv.0,,,,18,,,,,,,,,,18,0,18,0
02-19eacfc3c3ad449eac78ce52b9955a20,2,__isr_table_entry__isr_wrapper_irq_304,,,,4,,,,,,,,,,,,4,0
02-19fc55dc23d46a62d5d51a114b581d45,2,sdc_hci_cmd_vs_conn_update,,,,4,,,,,,,,4,0,,,4,0
02-1a1b1534005cd20893ad47bee853a01d,2,hids_pm_evt_handler,,,,108,,,,,,,,,,108,0,108,0
02-1a67b04cdef48c00918353624bc2739a,2,atomic_test_and_set_bit.lto_priv.4.lto_priv.0,,,,32,,,,,,,,,,,,,
02-1a98057968bfa064f69d7775005eca2c,2,merge_chunks,,,,60,,,,,,,,,,60,0,60,0
02-1acd1f648b570c729a904a7c2fa45dfc,2,__compound_literal*,315,315,0.0,315,0.0,315,0.0,315,0.0,315,0.0,315,0.0,315,0.0,315,0.0
02-1acd5653459ce23722750db444dd280f,2,z_impl_k_poll_signal_raise,,,,66,,,,,,,,,,66,0,66,0
02-1ae4b261b807cd18097ba7e00e603c2c,2,bt_hci_recv,,,,188,,,,,,,,,,188,0,188,0
02-1b7fd3fdfb183f312b94b3e63eeaeb9d,2,perform_auto_initiated_procedures,,,,92,,,,,,,,,,92,0,92,0
02-1b86a9d8e7fc1b4ff4b970f5b1f9d63b,2,__isr_table_entry__isr_wrapper_irq_306,,,,4,,,,,,,,,,,,4,0
02-1b9531846e8967e3cefcd371bf6e6b5f,2,__NVIC_EnableIRQ.lto_priv.0,,,,28,,,,,,,,,,28,0,28,0
02-1ba10e7f2448f1e34b6679b652d3063d,2,trng_get_seed.constprop.0,,,,324,,,,,,,,,,324,0,324,0
