uuid,level,name,std1,app1,app1(%),app2,app2(%),feat1,feat1(%),feat3,feat3(%),feat6,feat6(%),opt1,opt1(%),opt2,opt2(%),opt3,opt3(%)
02-0eae323390b4fd1875d91a9d2640361e,2,ba411tags,,,,16,,,,,,,,,,16,0,16,0
02-0eb9b3af2e4a00837a1b1a854c9ea18c,2,modules,1904,1844,-3.15,,,1844,-3.15,1844,-3.15,1844,-3.15,1844,-3.15,,,,
02-0ec3ac2054d4681e6c9d4825765209ee,2,z_idle_threads,144,144,0.0,144,0.0,144,0.0,144,0.0,144,0.0,144,0.0,144,0.0,144,0.0
02-0f242017f34f5349c3aec4114c634734,2,__isr_table_entry_z_irq_spurious_irq_698,,,,8,,,,,,,,,,8,0,8,0
02-0f79cf6abfe3321090df0602a15da5af,2,bt_long_wq.lto_priv.0,,,,176,,,,,,,,,,176,0,176,0
02-0fb9d4b1eef721feb0a995ff64d0f89b,2,mpsl_work_stack,,,,1024,,,,,,,,,,1024,0,1024,0
02-0fd8006230149ab229847684e149586d,2,k_cracen_mutex,,,,20,,,,,,,,,,20,0,20,0
02-0fff88c07796f6997bf005593b15c507,2,__isr_table_entry_z_irq_spurious_irq_741,,,,8,,,,,,,,,,8,0,8,0
02-10aec35353f9c4096a71c38654c3d402,2,cancel,,,,28,,,,,,,,,,28,0,28,0
02-11e58088702fbcb5b7356e4dde5d11c8,2,pending_recycled_events,,,,24,,,,,,,,,,24,0,24,0
02-1240feb14683c41180f948436d2e4819,2,k_cracen_prng_context_mutex,,,,20,,,,,,,,,,20,0,20,0
02-12db0d6ce4c0a9e11c9b85f82e3a9d03,2,__isr_table_entry_z_irq_spurious_irq_536,,,,8,,,,,,,,,,8,0,8,0
02-12f5c7ec4a00534ed2de6811a721aa56,2,__isr_table_entry_z_irq_spurious_irq_692,,,,8,,,,,,,,,,8,0,8,0
02-130e43a92b201aa621ce2e8389b33809,2,__isr_table_entry_z_irq_spurious_irq_600,,,,8,,,,,,,,,,8,0,8,0
02-1337a295530ff5e7d99474a9c51ba4f2,2,global_data.lto_priv.1,,,,1412,,,,,,,,,,1412,0,1412,0
02-13d8c90a8a1bec2fb8a75aa1bd60d694,2,gen_method_sc,,,,25,,,,,,,,,,25,0,25,0
02-141e2443481eb13a4f9c569ffa45bf4f,2,__isr_table_entry_z_irq_spurious_irq_781,,,,8,,,,,,,,,,8,0,8,0
02-14e96c12cb011a1c738131926ffcd07d,2,notification_cb_flag.lto_priv.0,,,,1,,,,,,,,,,1,0,1,0
02-14fa9ee59d7284f27994623bcb8b0d9d,2,s_in_job.1,16,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0
02-151d1a2720cc2ad45e71f0bb7e1999fe,2,__isr_table_entry_z_irq_spurious_irq_562,,,,8,,,,,,,,,,8,0,8,0
02-161cfd5335f0121c6d03f4c87e5b7eb0,2,__isr_table_entry_z_irq_spurious_irq_635,,,,8,,,,,,,,,,8,0,8,0
02-16d4322ecda43ccdf20ec094d9b8fce6,2,is_adv.lto_priv.0,,,,1,,,,,,,,,,1,0,1,0
02-171683ecbb3d313ad07176a76ac3e2ad,2,net_buf_fixed_alloc_hci_cmd_pool,,,,12,,,,,,,,,,12,0,12,0
02-17f3c8150bbe6d2746c1b69a8505383b,2,timeout_list,,,,8,,,,,,,,,,8,0,8,0
02-180b93aa36fd59406c67a07a1f3bacb0,2,spi_nor_0_config,,,,52,,,,,,,,,,52,0,52,0
02-180fcbc28f7da66d219eb6193481a3ae,2,data.0,,2,,2,0,,,,,2,0,,,,,,
02-181686124912cfcd54e5656588111330,2,__isr_table_entry_z_irq_spurious_irq_577,,,,8,,,,,,,,,,8,0,8,0
02-1871ac29eef772378903e1ad40a709db,2,__isr_table_entry_z_irq_spurious_irq_645,,,,8,,,,,,,,,,8,0,8,0
02-19220b95a8f4090fc9a83d3c4631d378,2,__isr_table_entry_z_irq_spurious_irq_585,,,,8,,,,,,,,,,8,0,8,0
02-195f566f15c6abd6437e22aa076b3cc2,2,dummy.2,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0
02-199c8c824685a14f12c655ab3cec42fa,2,__isr_table_entry_z_irq_spurious_irq_793,,,,8,,,,,,,,,,8,0,8,0
02-1a05735884afb705b17707c0d28c7304,2,tx_power.0,,1,,1,0,,,,,1,0,,,,,,
02-1a33ac3b8f1047d41c405aed5b2a7da6,2,sdc_mempool,,,,3286,,,,,,,,,,3050,0,3050,0
02-1acd1f648b570c729a904a7c2fa45dfc,2,__compound_literal*,723,723,0.0,915,26.56,723,0.0,723,0.0,723,0.0,723,0.0,915,26.56,915,26.56
02-1be2a59822ac2b798bbe0f7f39d7c96d,2,valid_keys,,,,380,,,,,,,,,,380,0,380,0
02-1c7a642e3da9ace3bf2f9f3d74389ef5,2,attr_dis_svc,,,,140,,,,,,,,,,140,0,140,0
02-1c987e58b73dcf137d6cf963b03fc4d8,2,net_buf_data_sync_evt_pool,,,,258,,,,,,,,,,258,0,258,0
02-1ceb4f06941087b7e65c996cabf65a57,2,__isr_table_entry_z_irq_spurious_irq_754,,,,8,,,,,,,,,,8,0,8,0
02-1ddabf616279db529664fb7dc2d590df,2,__isr_table_entry_nrfx_isr_irq_3.1.lto_priv.1,,,,8,,,,,,,,,,8,0,8,0
02-1de6ed55fdfe4c9ac8915f003dc29e29,2,static_regions,,,,12,,,,,,,,,,12,0,12,0
02-1eb2bc1166d1d74ba9bb1028ca8e6b3e,2,ops.0.lto_priv.1,,,,40,,,,,,,,,,40,0,40,0
02-1eeb597ae5b2378ac64687f6ac033dea,2,chrc_pool,,,,8,,,,,,,,,,8,0,8,0
02-1f28c642af8abbb8e8f379b2890961ec,2,__isr_table_entry_z_irq_spurious_irq_541,,,,8,,,,,,,,,,8,0,8,0
02-1f6e037c3f5b90135dd7d6290b37f813,2,__devstate_dts_ord_121.lto_priv.0,,,,2,,,,,,,,,,2,0,2,0
02-1f708f7cb182875d325a3ad6f18d6083,2,do_calibration,,,,4,,,,,,,,,,4,0,4,0
02-1f8bfa068eb8a0bef7239c1b07065262,2,__isr_table_entry_z_irq_spurious_irq_646,,,,8,,,,,,,,,,8,0,8,0
02-2014095ba9eb4feaebcfefa21a3fec60,2,m_lut.2,,,,12,,,,,,,,,,20,0,12,0
02-209aa434231c99b705e9816597224478,2,last_static_handle.lto_priv.0,,,,2,,,,,,,,,,2,0,2,0
02-20cb65f9f3dde538e0538e11c9bfe9e9,2,metadata_usage_flags_mapping,,,,28,,,,,,,,,,28,0,28,0
02-212cb1c2414ce0b61e7f9a98625cfb18,2,hids_obj_mutex,,,,20,,,,,,,,,,20,0,20,0
02-21c024ac445d674cb016099b9c56e4a0,2,__isr_table_entry_z_irq_spurious_irq_788,,,,8,,,,,,,,,,8,0,8,0
02-21e3414514e6514ab4f00b9624e2b8cb,2,net_buf_data_acl_tx_pool,,,,148,,,,,,,,,,148,0,148,0
02-2224c753ef85eaa6472d4676eb8ab6ed,2,global_data.lto_priv.0,,,,8,,,,,,,,,,8,0,8,0
02-231501e35bcae1c7777c6f600bfa635f,2,__isr_table_entry_z_irq_spurious_irq_540,,,,8,,,,,,,,,,8,0,8,0
02-2318e7ee33268445a722331053f937e0,2,acl_tx_pool,,,,44,,,,,,,,,,44,0,44,0
02-2372f2c1eb2fa143a1ac5a5ef0c02a66,2,hids_obj_ctx_lib,,,,24,,,,,,,,,,24,0,24,0
02-24f34957bcb53b18e335d802761c8220,2,buttons_scan,,,,48,,,,,,,,,,48,0,48,0
02-258422090f47f8bd38fbbca7359d7ab3,2,s_in_joblist.1,32,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0
02-262eb2c46b4acf72689eb9b114455b72,2,__isr_table_entry_z_irq_spurious_irq_676,,,,8,,,,,,,,,,8,0,8,0
02-26bf1a76f5d7520e4b804261f2fec0f6,2,handlers.lto_priv.1,,,,120,,,,,,,,,,120,0,120,0
02-28ac9d66ccb16afc16326810dd1ed798,2,__pinctrl_dev_config__device_dts_ord_125,,,,12,,,,,,,,,,12,0,12,0
02-295d065d5fe18fef983202dcdc66c08e,2,__isr_table_entry_z_irq_spurious_irq_580,,,,8,,,,,,,,,,8,0,8,0
02-2a402a7140c21e2eb89b80201ba822f3,2,conn_auth_info_callbacks,,,,16,,,,,,,,,,16,0,16,0
02-2a79af16c33b81f2ea3ea39d23a582c3,2,__isr_table_entry_z_irq_spurious_irq_574,,,,8,,,,,,,,,,8,0,8,0
02-2b4f06a81f70478114a1cebc4cfec5b7,2,__isr_table_entry_z_irq_spurious_irq_716,,,,8,,,,,,,,,,8,0,8,0
02-2ba54e8ccf33cac1c84b2cb92c088fd6,2,spim_00_rx_buffer,,,,8,,,,,,,,,,8,0,8,0
02-2bfe69ba94a21f6a7d80166b40aa5f7f,2,pairing_work.lto_priv.0,,,,16,,,,,,,,,,16,0,16,0
02-2c0791a1d9b3080ff34aca850c4f7085,2,net_buf_fixed_hci_cmd_pool,,,,4,,,,,,,,,,4,0,4,0
02-2c40a935ac797e0a900c12a752f79657,2,leds.lto_priv.0,,,,32,,,,,,,,,,32,0,32,0
02-2d2decddfd93a4019122fbc2399f4f05,2,__isr_table_entry_z_irq_spurious_irq_578,,,,8,,,,,,,,,,8,0,8,0
02-2d43a71b726546c6b87c9c14e797c0be,2,__isr_table_entry_z_irq_spurious_irq_740,,,,8,,,,,,,,,,8,0,8,0
02-2d9ac9d013a9d0c281e0d9497aa65919,2,z_arm_tls_ptr,,,,4,,,,,,,,,,4,0,4,0
02-2f158c4731d76d5975b8546d85de1b34,2,C:\,5230,5762,10.17,3402,-34.95,5758,10.1,5230,0.0,5234,0.08,3732,-28.64,5259,0.55,3398,-35.03
02-2f7b9b698641d824779736780bd3155e,2,__isr_table_entry_z_irq_spurious_irq_710,,,,8,,,,,,,,,,8,0,8,0
02-2fc8406ac33306b248a6f27a63295f4a,2,__isr_table_entry_z_irq_spurious_irq_546,,,,8,,,,,,,,,,8,0,8,0
02-305e3a2cf6368f489ba75171ad0f89a4,2,__isr_table_entry_z_irq_spurious_irq_787,,,,8,,,,,,,,,,8,0,8,0
02-315ee5f2c2cdcf46f7efce36e3363bcb,2,__isr_table_entry_z_irq_spurious_irq_619,,,,8,,,,,,,,,,8,0,8,0
02-31cfd6e3d717b4ec46e27110289ebf19,2,__isr_table_entry_z_irq_spurious_irq_767,,,,8,,,,,,,,,,8,0,8,0
02-322a86d26ab160d4c8b6a3b2d50b3bf9,2,spim_21_tx_buffer,,,,8,,,,,,,,,,8,0,8,0
02-3306eb1299f87e1eaf88939d7f306a2c,2,__isr_table_entry_z_irq_spurious_irq_778,,,,8,,,,,,,,,,8,0,8,0
02-33126d0591c999555b16e2f286021002,2,ll_ctrl_shared_context,32,32,0.0,24,-25.0,32,0.0,32,0.0,32,0.0,24,-25.0,32,0.0,24,-25.0
02-334b30cc91ae3e9ad5c22199dd298c73,2,__isr_table_entry_z_irq_spurious_irq_609,,,,8,,,,,,,,,,8,0,8,0
02-337bea3d62b3a0b0a67cbe69981757c4,2,prng_pool_remaining,,,,4,,,,,,,,,,4,0,4,0
02-341a4eb48d459e3c509356c44e06370e,2,__isr_table_entry_z_irq_spurious_irq_739,,,,8,,,,,,,,,,8,0,8,0
02-346e8b97ef1b34e7632f1122675aac1a,2,CSWTCH.*,,,,187,,,,,,,,,,362,0,187,0
02-354dcec8d597dbf3a1f4b392b7b20115,2,mbedtls_free_func,,,,4,,,,,,,,,,4,0,4,0
02-35ca05639f20c04e4314ee4b69a85133,2,mlen.1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0
02-35cd44e69664c9b52bf9fcfeae436b14,2,__isr_table_entry_z_irq_spurious_irq_699,,,,8,,,,,,,,,,8,0,8,0
02-365c9bd4a8161176c4f9797dba6c2dd5,2,__isr_table_entry_z_irq_spurious_irq_623,,,,8,,,,,,,,,,8,0,8,0
02-3757cb63358a5dfa0326f1ed9b556571,2,__devstate_dts_ord_126,,,,2,,,,,,,,,,2,0,2,0
02-37671950dacc3483f090f19c10dfb46d,2,__isr_table_entry_z_irq_spurious_irq_599,,,,8,,,,,,,,,,8,0,8,0
02-37c6ae61635797a3852bf091496dc562,2,memory_jobs.5,48,48,0.0,48,0.0,48,0.0,48,0.0,48,0.0,48,0.0,48,0.0,48,0.0
02-37fb2617e09d48273636984b6838f889,2,__isr_table_entry_z_irq_spurious_irq_785,,,,8,,,,,,,,,,8,0,8,0
02-3884c6dbc17aea521b44815f439d8e3e,2,mbedtls_heap,,,,512,,,,,,,,,,512,0,512,0
02-38bc2537b3da74055564899c14bb7e5b,2,hci_cmd_pool,,,,44,,,,,,,,,,44,0,44,0
02-38d7b76b771634bb6aaae4ffde5922a8,2,_sw_isr_table,2168,2168,0.0,,,2168,0.0,2168,0.0,2168,0.0,2168,0.0,,,,
02-3906b4ead27b70fcb2034f8d49fa1639,2,__isr_table_entry_z_irq_spurious_irq_670,,,,8,,,,,,,,,,8,0,8,0
02-39108eb4c90b6ccb7411c50468fe17e7,2,__isr_table_entry_z_irq_spurious_irq_673,,,,8,,,,,,,,,,8,0,8,0
02-393461184f75407588ce36b924b824c3,2,_net_buf_acl_tx_pool,,,,80,,,,,,,,,,80,0,80,0
02-3a398a246c2152d9ecc35b059c0da1f1,2,hfclk_users,,,,4,,,,,,,,,,4,0,4,0
02-3a489591cbc0848d0d882e3afb3617d8,2,__isr_table_entry_z_irq_spurious_irq_588,,,,8,,,,,,,,,,8,0,8,0
02-3b40c9535c04929ec10769ab49b4de32,2,CMD_ECC_PTONCURVE,,,,20,,,,,,,,,,20,0,20,0
02-3b8238b190187fceef29c292cb88b526,2,z_main_stack,3584,3584,0.0,3584,0.0,3584,0.0,3584,0.0,3584,0.0,3584,0.0,3584,0.0,3584,0.0
02-3b92d741738cf203b70313f89de27c6f,2,device_name,,,,4,,,,,,,,,,,,,
02-3bb729b20beac8a5e0aaa9e0def1e6d4,2,__isr_table_entry_z_irq_spurious_irq_613,,,,8,,,,,,,,,,8,0,8,0
02-3c098f83e9848435d4577fc25050a74b,2,__isr_table_entry_z_irq_spurious_irq_538,,,,8,,,,,,,,,,8,0,8,0
02-3cc0c8ebf3774c888b4a9b88a7a628c9,2,__isr_table_entry_z_irq_spurious_irq_586,,,,8,,,,,,,,,,8,0,8,0
02-3cca42c4f48f32184dc7d459a6842407,2,z_main_thread,144,144,0.0,144,0.0,144,0.0,144,0.0,144,0.0,144,0.0,144,0.0,144,0.0
02-3d170f020eec630a6305158ecdf7d409,2,__isr_table_entry_z_irq_spurious_irq_763,,,,8,,,,,,,,,,8,0,8,0
02-3e82d3320e0c286b572f6f43eb26a4fe,2,m_sca_mapping.1,,,,,,,,,,,,,,24,,,
02-3e8dd2b371986dbd9129a20fc78914e8,2,__isr_table_entry_z_irq_spurious_irq_563,,,,8,,,,,,,,,,8,0,8,0
02-3ead3c83895be48dd3dbd5197a977955,2,__isr_table_entry_z_irq_spurious_irq_625,,,,8,,,,,,,,,,8,0,8,0
02-406b1fcdef03b1b851048a9adada3087,2,sys_work_q_stack,,,,2048,,,,,,,,,,2048,0,2048,0
02-40f5e378ac7f8a1f8421222d9960c5f7,2,procedures_on_connect,,,,16,,,,,,,,,,16,0,16,0
02-414cc71d87741a10b1f28b63eb063b1b,2,__isr_table_entry_z_irq_spurious_irq_674,,,,8,,,,,,,,,,8,0,8,0
02-41b8569c09ac955fe309f82c090523bc,2,k_cracen_prng_pool_mutex,,,,20,,,,,,,,,,20,0,20,0
02-41be535153c4b535bc9d0a610d3bd66b,2,stderr,,,,,,,,,,,,,,4,,,
02-41cbb60e3ac104be00d14fb4ac2897dc,2,__isr_table_entry_z_irq_spurious_irq_773,,,,8,,,,,,,,,,8,0,8,0
02-42f86d67a99165084f6a70befd3ad108,2,__isr_table_entry_z_irq_spurious_irq_762,,,,8,,,,,,,,,,8,0,8,0
02-4339c33948cbc877bca41f6222bb59c6,2,__isr_table_entry_z_irq_spurious_irq_643,,,,8,,,,,,,,,,8,0,8,0
02-4386320aeb2fc998b22dee1496aed18e,2,flash_nor_parameters,,,,8,,,,,,,,,,8,0,8,0
02-43e69b1afbbf06f120eba809ba1a5fe4,2,__isr_table_entry_z_irq_spurious_irq_593,,,,8,,,,,,,,,,8,0,8,0
02-43e8532a0c3d87eaef202cfa1294bee8,2,__isr_table_entry_z_irq_spurious_irq_663,,,,8,,,,,,,,,,8,0,8,0
02-44030823eb9c6bd6fa6bdd2a149ed9ce,2,store_id_work,,,,16,,,,,,,,,,16,0,16,0
02-449181b22d492532607e1342bd197c04,2,__isr_table_entry_z_irq_spurious_irq_627,,,,8,,,,,,,,,,8,0,8,0
02-44f0cbab43d4061c1dc047bd6a579531,2,sym_*,,,,40,,,,,,,,,,40,0,40,0
02-4509f0f5c202138f43987e209f9796a2,2,prng.lto_priv.0,,,,64,,,,,,,,,,64,0,64,0
02-4527790f301c55e12e9d9eacd6049ff0,2,spi_00z_config,,,,76,,,,,,,,,,76,0,76,0
02-45dc2c7a024ae0030919e5a73ee5d190,2,net_buf_data_att_pool,,,,380,,,,,,,,,,380,0,380,0
02-45ecbf4a85f7d23b050f9bb46d03dbc3,2,__isr_table_entry_z_irq_spurious_irq_611,,,,8,,,,,,,,,,8,0,8,0
02-47352518f90e6887f4dd7acbc9a14580,2,settings_load_srcs,8,8,0.0,8,0.0,8,0.0,8,0.0,8,0.0,8,0.0,8,0.0,8,0.0
02-47f06098d3034f593871b524ce4f7965,2,ports,,,,,,,,,,,,,,3,,,
02-484c3e22c0a675bebb47e4b7669baddb,2,__isr_table_entry_z_irq_spurious_irq_590,,,,8,,,,,,,,,,8,0,8,0
02-486e6cd412181b733ecb26303f4bd9ba,2,__isr_table_entry_z_irq_spurious_irq_662,,,,8,,,,,,,,,,8,0,8,0
02-48e4aa0d21f89bc0fe4d182662350798,2,__isr_table_entry_z_irq_spurious_irq_715,,,,8,,,,,,,,,,8,0,8,0
02-491bbb25fea39ee590be0558756b2623,2,normal_events,,,,48,,,,,,,,,,48,0,48,0
02-4948eedccbc71144b12d114e7a797a0d,2,__isr_table_entry_z_irq_spurious_irq_759,,,,8,,,,,,,,,,8,0,8,0
02-4a60a8becb8e89acd1821508d252f412,2,s_out_joblist.0,16,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0
02-4cedb0880a241a30d61d247643369527,2,__isr_table_entry_z_irq_spurious_irq_771,,,,8,,,,,,,,,,8,0,8,0
02-4d349e80eb72987ab3c335792642c9c4,2,__isr_table_entry_z_irq_spurious_irq_737,,,,8,,,,,,,,,,8,0,8,0
02-4d36d820831920fd9f41e7b03148ab91,2,__isr_table_entry_z_irq_spurious_irq_688,,,,8,,,,,,,,,,8,0,8,0
02-4d4a9aa362b6ffe089fd2e992ccf4f5f,2,heap,,,,40,,,,,,,,,,40,0,40,0
02-4d52d00180902f839aad5715c8df022d,2,net_buf_fixed_alloc_sync_evt_pool,,,,12,,,,,,,,,,12,0,12,0
02-4d77598f8c9fc664c4c1ec0687216eb9,2,__isr_table_entry_z_irq_spurious_irq_560,,,,8,,,,,,,,,,8,0,8,0
02-4d8c9a99f9f3d4fb20d71624f6131081,2,__isr_table_entry_z_irq_spurious_irq_547,,,,8,,,,,,,,,,8,0,8,0
02-4d9ff4cae398d7999a2626241a8271ff,2,conn_cbs.lto_priv.0,,,,8,,,,,,,,,,8,0,8,0
02-4dca0eea1036fa7aab82159243056434,2,__isr_table_entry_z_irq_spurious_irq_735,,,,8,,,,,,,,,,8,0,8,0
02-4e5868d676cb634aa75b125a0f741abf,2,flags,,,,4,,,,,,,,,,,,,
02-4e6e68d8ff00b0b4d02c52bdb71e4168,2,__pinctrl_dev_config__device_dts_ord_97,,,,12,,,,,,,,,,12,0,12,0
02-4ee97f6086ad41bf02d475708cafd6f0,2,gpio_nrfx_p2_cfg.lto_priv.0,,,,24,,,,,,,,,,24,0,24,0
02-4eeb35f940bad3fd21cfb1a041afd313,2,__isr_table_entry_z_irq_spurious_irq_764,,,,8,,,,,,,,,,8,0,8,0
02-4f2eabb2ebb9594b2fd440a6d24b4c5e,2,__isr_table_entry_z_irq_spurious_irq_591,,,,8,,,,,,,,,,8,0,8,0
02-4f3ea50b05fd2c7061dc7c52e5453755,2,__isr_table_entry_z_irq_spurious_irq_722,,,,8,,,,,,,,,,8,0,8,0
02-50028adf0338f63f0a559b136cffd118,2,free_tx,,,,24,,,,,,,,,,24,0,24,0
02-50484c19f1afdaf3841a0d821ed393d2,2,kernel,2434,2434,0.0,,,2434,0.0,2434,0.0,2434,0.0,2434,0.0,,,,
02-5126693f03ad68e0ad3deb67e08fd609,2,__isr_table_entry_z_irq_spurious_irq_607,,,,8,,,,,,,,,,8,0,8,0
02-5144142a2e42ae867ec4f9f3155961ed,2,__isr_table_entry_z_irq_spurious_irq_614,,,,8,,,,,,,,,,8,0,8,0
02-51e282ecb968fe77c46b7f5becdfe9b0,2,crc8_ccitt_small_table,,,,16,,,,,,,,,,16,0,16,0
02-520f94d47632a4952c833c0f20be3413,2,sxhashalg_sha2_256,,,,32,,,,,,,,,,32,0,32,0
02-523af537946b79c4f8369ed39ba78605,2,ad,,,,24,,,,,,,,,,24,0,24,0
02-52f305dbb42abc4b3afbbdc1333c96f9,2,__isr_table_entry_z_irq_spurious_irq_746,,,,8,,,,,,,,,,8,0,8,0
02-531a60f76bf728d40f7575364f7aa5ab,2,spim_21_rx_buffer,,,,8,,,,,,,,,,8,0,8,0
02-532b7cf399c312ed78f9c904452ed1ee,2,__isr_table_entry_z_irq_spurious_irq_626,,,,8,,,,,,,,,,8,0,8,0
02-539bc426bca0b9eadafb554477e2cc60,2,__isr_table_entry_z_irq_spurious_irq_557,,,,8,,,,,,,,,,8,0,8,0
02-53dcc91dde99dd5eff3c0d334e2735b3,2,__isr_table_entry_z_irq_spurious_irq_642,,,,8,,,,,,,,,,8,0,8,0
02-53e9eae6e9cea5a06e61e79e67b9a031,2,__isr_table_entry_z_irq_spurious_irq_658,,,,8,,,,,,,,,,8,0,8,0
