uuid,level,name,std2.8.0,std2.9.0,std2.9.0(%),std3.0.1,std3.0.1(%)
04-18ca7d9e367a3b1dd63b663b968294e1,4,crc8_sw.c,60,60,0.0,60,0.0
04-1acd5653459ce23722750db444dd280f,4,z_impl_k_poll_signal_raise,148,148,0.0,148,0.0
04-1da322ce2e0949307fcd93a08ab1a19e,4,flash_page_layout.c,194,194,0.0,194,0.0
04-1dc1a77ff1e603ed1433c5fb75225a8d,4,k_work_reschedule,12,12,0.0,12,0.0
04-1dece2ac80550fdd68a82297f318b9c5,4,hash_func32_murmur3.c,,,,128,
04-1e2d0b6be84de982274cd5a53709de3a,4,k_free,14,14,0.0,14,0.0
04-1ecd1f898ddef5c0af689be553f7f0c2,4,z_ready_thread,104,104,0.0,104,0.0
04-1ef7df50f8a76aca9ea976aa58a42ebb,4,printk.c,106,106,0.0,106,0.0
04-20d5197dbf8752a5b0fa2d7a2107325e,4,k_sched_lock,156,156,0.0,156,0.0
04-21215c8e74d02ef44a3eabbf5f5b12d6,4,register_events,408,408,0.0,,
04-226c4837a7a3645f1dc3275751a9d1ee,4,kernel_offsets.h,2,2,0.0,2,0.0
04-226fdad7607bd525becdb0fb68597472,4,i2c_nrfx_twim.c,816,566,-30.64,570,-30.15
04-23376a89e82a626a48e69cd586ded0a9,4,spi_nrfx_common.c,228,228,0.0,228,0.0
04-2449d96743f4b0c823bd8cc77fee0ca5,4,i2c_nrfx_twim_common.c,,370,,370,0
04-245ff9ba63d7c2a5ee035b6eef70f584,4,heap.h,154,154,0.0,154,0.0
04-25586d1be3b7cda1a2b5a7a6ae72d29a,4,spi_context.h,136,136,0.0,136,0.0
04-258ce570f80b33058fe56e95f20a1871,4,move_thread_to_end_of_prio_q,168,168,0.0,220,30.95
04-25d902c24283ab8cfbac54dfa101ad31,4,src,1612,1612,0.0,2288,41.94
04-2a13cf965f7b483b8e351268c2b4e66c,4,z_reset_time_slice,80,80,0.0,80,0.0
04-2b11d86b0243d30492def87b21aacf45,4,unready_thread,84,84,0.0,140,66.67
04-2b25641e6091db71283d0040dfe80851,4,z_impl_k_queue_get,180,180,0.0,180,0.0
04-2e10bb7c02d5c459836c8933d6424935,4,multithreading_lock,48,48,0.0,48,0.0
04-302f5a12294cef9f1b0aae5edde76fd9,4,z_queue_node_peek,24,24,0.0,24,0.0
04-3049876d1ce646cb988c2febc3d29c7d,4,pinctrl_nrf.c,369,369,0.0,369,0.0
04-3147cbe58dfe8b9e47b5fa755f4c2fbe,4,z_spin_lock_set_owner,16,16,0.0,16,0.0
04-327ee78c52d82d61065b232938e51095,4,tinycrypt,1558,1558,0.0,,
04-341cd76b3f8c1e47460c74119a32d5c2,4,queue_insert,276,276,0.0,336,21.74
04-35a16cf4cdfd97851aaf66a87ce40403,4,z_sys_init_run_level,44,44,0.0,44,0.0
04-3667946dd2bdf71757238d75f687ecc7,4,z_fatal_error,184,184,0.0,184,0.0
04-36bcbb801f5052739af8220c6ea51434,4,sys,696,696,0.0,696,0.0
04-3708d929a2b407dbff88e4b387a518dd,4,k_sched_unlock,184,184,0.0,224,21.74
04-370cda16c9ffc7a76e7b87d09aac96e7,4,mem_attr.c,12,12,0.0,12,0.0
04-3cee56353918791ce945714f8b14af7d,4,k_work_cancel_delayable_sync,252,252,0.0,252,0.0
04-3d95730dc1a55bac0f041052e6a42afa,4,sys_clock_announce,312,312,0.0,292,-6.41
04-3de6661f41f50469fcc6579ff2d64696,4,cancel_sync_locked,60,60,0.0,60,0.0
04-3df8cb2f675ef1250d5fa731dec85038,4,flash_util.c,8,8,0.0,8,0.0
04-3fad692e69c65bb501e42fc26a64a87c,4,pwm_nrfx.c,640,640,0.0,648,1.25
04-40c0e45b5ad2bc6402587f5d8765de60,4,entropy_psa_crypto.c,54,54,0.0,54,0.0
04-4174fb6df17ca451b51d219eb3ed9f26,4,k_work_queue_start,204,204,0.0,204,0.0
04-44c8575cd10d543dc1da875941b7dee3,4,generated,2,2,0.0,2,0.0
04-45b3f74ca62a9198742488bae60b5c89,4,z_impl_k_sem_take,192,192,0.0,192,0.0
04-472ede55d1ee9405709ab843e4c1e03e,4,remove_timeout,56,56,0.0,56,0.0
04-477e6e70eb69822d8389b115e8fa7d2a,4,z_timer_expiration_handler,332,332,0.0,332,0.0
04-47db9e75b36ec76d37d2d358b6f39565,4,onoff.c,1338,1338,0.0,1338,0.0
04-485dc3214a88f47eb4e1c97a287e2924,4,z_setup_new_thread,184,184,0.0,184,0.0
04-487a0fd6cdb373c1fc660bf90c0a296e,4,z_cstart,220,220,0.0,220,0.0
04-4898eae714a823ef8de5524d804166fe,4,k_mem_slab_free,208,208,0.0,296,42.31
04-4ba815ef377657516b1b31f337773c18,4,z_unpend_thread,20,20,0.0,20,0.0
04-505ff79e906dd83e21bde1490070d3ea,4,flag_test_and_clear,22,22,0.0,22,0.0
04-516ac4c7a5479b8aaa0f59fba659ef8b,4,z_sched_waitq_walk,144,144,0.0,144,0.0
04-56160d37f4c3b198cd878a8a79b7c338,4,z_impl_k_sem_init,32,32,0.0,32,0.0
04-562e1bd4ed09dea6d5cd4d04f873606b,4,z_sched_wait,36,36,0.0,36,0.0
04-56ff009993142d70bcefa00791840477,4,kswap.h,,,,52,
04-57a2ff9c13fb19daef8692efdd2a4bb8,4,thread_is_sliceable,60,60,0.0,60,0.0
04-57bd56db0c153345bb7851fa8ec4e843,4,k_sys_work_q_init,52,52,0.0,52,0.0
04-5ae9b7f211e23aac3df5f2b8f3b8eada,4,crypto,602,602,0.0,682,13.29
04-5ca29b1696e398c3a06efcefbb3c2f68,4,k_thread_name_get,4,4,0.0,4,0.0
04-5da24c4410665e3bcb0a8583a7ca900d,4,z_impl_k_event_set,8,8,0.0,8,0.0
04-5f13ef4e7e3f47bd42542b2b30fec14d,4,k_work_schedule,12,12,0.0,12,0.0
04-60bdd8e1def75a6126160ca91a7abc3c,4,signal_poll_event,140,140,0.0,140,0.0
04-63101b2f7a03ab7420fc5d51f641bfb3,4,z_impl_k_thread_create,124,124,0.0,124,0.0
04-6336d99903574ff6e38d01c445f5fc9e,4,clock_control_nrf.c,1262,1258,-0.32,1258,-0.32
04-6380411d2e805939d6781aeec5f506db,4,nrf_grtc_timer.c,444,444,0.0,444,0.0
04-64d17e0dfb10ff309137d61ff71ed0a8,4,z_impl_k_msgq_put,312,312,0.0,336,7.69
04-64f192a0566d688490ca2358f914df5c,4,k_work_submit_to_queue,32,32,0.0,32,0.0
04-67b3dba8bc6778101892eb77249db32e,4,host,45674,45726,0.11,45141,-1.17
04-6a7703c3bb443faa5e96e8c476255b02,4,spi_nrfx_spim.c,2206,2206,0.0,2198,-0.36
04-6a7d70b7bf397a10718bd5ae6abd5fc7,4,z_unpend_all,38,38,0.0,38,0.0
04-6aa59f708739b27553f922e63b5e0464,4,z_impl_k_mutex_unlock,228,228,0.0,332,45.61
04-6aec4dbce730a30ea5692b85f76dfcad,4,dec.c,82,82,0.0,82,0.0
04-6b5a4a9d97537e741c026bf99c3d80a6,4,z_impl_k_poll_signal_init,10,10,0.0,,
04-6bf7ea269389380b6b884f862f892305,4,z_add_timeout,344,344,0.0,340,-1.16
04-6cffad6f2c1952a01df63ea81714a716,4,z_thread_abort,168,168,0.0,424,152.38
04-6d3aea915badbee49fb51f528bb61b81,4,statics_init,64,64,0.0,64,0.0
04-6deffb91794272d41a2797360a32e94f,4,k_mem_slab_alloc,228,228,0.0,228,0.0
04-6e71533d729a45ee130f349f2d60f9dc,4,cbprintf_packaged.c,8,8,0.0,8,0.0
04-7268c581722914fb7dd55d09faa5bf31,4,z_device_state_init,52,52,0.0,52,0.0
04-72e4bfa312718f1f635d5da6ab8b5ea4,4,z_reschedule,112,112,0.0,112,0.0
04-742af05302583f3fc9722773ec80d4fb,4,clear_event_registrations,276,276,0.0,,
04-77d3a8e289557f19bfd471e216a9e7f8,4,z_impl_k_event_wait,6,6,0.0,6,0.0
04-7a0219b20326bf975d45865a58f07891,4,work_flush_locked,172,172,0.0,152,-11.63
04-7a38fb47566cf2ca4f34f1a11e1168a3,4,buf_simple.c,372,372,0.0,372,0.0
04-7c28515c8286af2064722ff81648bfba,4,z_impl_k_msgq_get,320,320,0.0,380,18.75
04-7d6a57b5a3369e15e7f6024b8cf49ef0,4,nrf_security,7644,7644,0.0,21421,180.23
04-7fb3bfcc19a04190f885893455a5a4db,4,adjust_owner_prio.isra.0,16,16,0.0,16,0.0
04-80ec9d2356fee490e4c4f49d9cdbb9ed,4,z_impl_k_sleep,100,100,0.0,92,-8.0
04-86bb0045d4e2b5b813307eb63c5895a1,4,common.c,38,38,0.0,38,0.0
04-896b2f7bf23b7a77153a133ee9fdb20e,4,k_queue_append,22,22,0.0,22,0.0
04-897b5d7800fc1153fb7b840970ac2a1b,4,z_early_memcpy,4,4,0.0,4,0.0
04-8add4bce86d8b5523c22eec9f0782e5d,4,work_timeout,132,132,0.0,132,0.0
04-8b04d5e3775d298e78455efc5ca404d5,4,first,,,,16,
04-8b33b3085de14abb7b828c0a11289d27,4,cache_nrf.c,24,24,0.0,24,0.0
04-8b7e184ffe9dc35619ca714725a40ebf,4,log_minimal.c,214,214,0.0,214,0.0
04-8be7b118e15175f96ea62b9da8273913,4,z_init_cpu,104,104,0.0,104,0.0
04-8c76b2fed1f05f0cd846803f367634f1,4,k_heap_free,132,132,0.0,132,0.0
04-8cd17e4344e034c01e80db176a687701,4,boot_banner,28,28,0.0,28,0.0
04-8dddc67f573c670f74b004af07a6b36f,4,z_sched_wake_thread,156,156,0.0,148,-5.13
04-8f4668e81ff939606b50bb4980baf909,4,arch_system_halt,16,16,0.0,16,0.0
04-8ff2e82bcee770411b8402408cd8342b,4,k_sys_fatal_error_handler,24,24,0.0,24,0.0
04-92025a6bbc24069585f43dbc7ac78baa,4,soc_flash_nrf_rram.c,464,464,0.0,484,4.31
04-9267bd037d875ef211fb16a4204770ec,4,z_handle_obj_poll_events,128,128,0.0,128,0.0
04-92d32fa973d7d7c9c0c8ac3ccc287e6d,4,z_impl_k_poll,364,364,0.0,,
04-931a317b286fba972feeca829bcc2b03,4,k_work_init_delayable,76,76,0.0,76,0.0
04-9473ff0353c62fa52e042b54c3d04472,4,z_impl_k_thread_suspend,124,124,0.0,,
04-94b6fdce5e81d485f3779e661d0b38f2,4,z_impl_k_queue_init,26,26,0.0,26,0.0
04-985eb597e11e971ab6081d6674738244,4,thread_entry.c,52,52,0.0,52,0.0
04-98821efad354e31de5ef7dc079d08505,4,net_buf.h,72,72,0.0,120,66.67
04-9abfc3fa0a586782b875ee02ad45dcd8,4,bluetooth,9846,9846,0.0,9186,-6.7
04-9b558dbcc4b90f2624a77e3425f6d87c,4,z_impl_k_timer_start,188,188,0.0,188,0.0
04-9c95d5efeea0f5a9f67101b9b17a0cc2,4,z_impl_k_sched_current_thread_query,12,12,0.0,12,0.0
04-9d1066bd9912bfd23fe566a12ef74eec,4,z_thread_halt,336,336,0.0,,
04-9e1468bd9b7456a1e08eb65de0a7b5db,4,z_impl_k_poll_signal_reset,6,6,0.0,,
04-9e4394e629873016e2465dcc356cef81,4,k_work_cancel_delayable,140,140,0.0,140,0.0
04-9efab2399c7c560b34de477b9aa0a465,4,common,44,44,0.0,44,0.0
04-a02cb06756919a917d06e642378f40f4,4,z_unpend1_no_timeout,120,120,0.0,120,0.0
04-a14cc5570ce4afc59b4bc574007f671e,4,k_work_flush,224,224,0.0,224,0.0
04-a2fb98e3293fbd5684c2440c91734b96,4,z_impl_k_yield,264,264,0.0,236,-10.61
04-a48b642872cfcda1a753a5d05a8d8e88,4,adc_nrfx_saadc.c,1498,1498,0.0,1514,1.07
04-a6b0de291a07477abb81daa3fe622bda,4,hex.c,160,160,0.0,160,0.0
04-a6d730adfc1a4620344399fb143041bf,4,bg_thread_main,244,244,0.0,244,0.0
04-a73a9b8e5d8d3fa731beb737a75d1c58,4,spi_nor.c,1784,1784,0.0,1800,0.9
04-a74ad8dfacd4f985eb3977517615ce25,4,core,3440,3440,0.0,3312,-3.72
04-a94562fb46c3ca23d4dd8798cc3464cf,4,nordic,10851,10899,0.44,11369,4.77
04-abc2b80840943becd055891e7d123a2c,4,do_device_init,48,48,0.0,48,0.0
04-ac74bdb2d77961f0261239e71eaa3cb6,4,k_is_in_isr,12,12,0.0,12,0.0
04-ae01e6a3586f4b3ad2185eb02b675ab4,4,z_unpend_thread_no_timeout,108,108,0.0,108,0.0
04-ae6d527cef12244ecc22eedabb46e54a,4,z_thread_aligned_alloc,96,96,0.0,96,0.0
04-af240a253ed586b7a9e4abf469b1f3a2,4,elapsed,20,20,0.0,20,0.0
04-b0fa6050d82d3ce30cbc35e6682be97c,4,random_xoshiro128.c,32,32,0.0,32,0.0
04-b1cf8ca1be7d10dc0e7a92b2de1670de,4,k_event_post_internal,148,148,0.0,148,0.0
04-b29b8c05c1d9da2c610285b070abfee8,4,k_queue_prepend,20,20,0.0,20,0.0
04-b456f2346b6752957e18fd81c69e56b1,4,dk_buttons_and_leds,1376,1376,0.0,1368,-0.58
04-b5a1a1f926839d8313106333a21cf5f3,4,heap.c,1424,1424,0.0,1424,0.0
04-b78deca5d0c7de857e03b3859eedee65,4,z_impl_k_mutex_init,14,14,0.0,14,0.0
04-bb917573b6928b5df87e5de2dbb0836d,4,z_thread_prio_set,248,248,0.0,264,6.45
04-be708f8caeed5f8d20371a677ad40e4e,4,k_work_init,64,64,0.0,64,0.0
04-bf282e8150c337e3ec8da31f565eb5bf,4,z_impl_k_sem_reset,108,108,0.0,172,59.26
04-c05167c4b132c75fa4061eea8c7eb588,4,z_data_copy,52,52,0.0,56,7.69
04-c080fcf6e11939bbb363c7389b1458da,4,add_to_waitq_locked,80,80,0.0,80,0.0
04-c198580c6c6d8b18401ce2b7f959e85f,4,ready_thread,144,144,0.0,200,38.89
04-c2799f3c2ba4d061b95c0d3a23dea721,4,zms,3838,3838,0.0,3682,-4.06
04-c2c9e90af2329859c9fbd09b9a16ad3a,4,z_impl_k_thread_name_set,6,6,0.0,6,0.0
04-c2cc1ba22cce9837cfa978ab1dc96539,4,__init_init_mem_slab_obj_core_list,8,8,0.0,8,0.0
04-c42e29522bffcf7003627aacab5c98ef,4,nrf54l,216,212,-1.85,232,7.41
04-c61e3bfc3861b50ad6bf5e04e7ab523f,4,notify.c,124,124,0.0,124,0.0
04-c8bb10d51dcd10a5d095650c07ffa5d6,4,slice_timeout,84,84,0.0,84,0.0
04-c932c3e220864b785ebd66f9cd257896,4,z_impl_k_mutex_lock,364,364,0.0,364,0.0
04-c98fd9e1d8da839ab1f2d707a3811027,4,z_impl_k_event_init,12,12,0.0,12,0.0
04-ca0ab8dd379da44e2d48ef730747425e,4,ws-turkana,3092,3092,0.0,3112,0.65
04-cb467d3a1f1c09ca333ee7a21389b217,4,k_work_queue_init,44,44,0.0,44,0.0
04-cc779c54c67f4443c048addd60ca7376,4,uart_console.c,88,88,0.0,88,0.0
04-d09c2848399f97a8145c2de6e12d35b1,4,_irq_vector_table,1084,1084,0.0,1084,0.0
04-d218ed5cce7979734bea407395fff480,4,k_work_reschedule_for_queue,192,192,0.0,212,10.42
04-d289e44b689800170b69ff7fabfbe7e9,4,update_cache,88,88,0.0,,
04-d47df0a2353e25c2fbc220fe3d2036d1,4,ksched.h,,,,240,
04-d48072853a82be2b43d5af26d8276885,4,buf.c,1222,1222,0.0,1186,-2.95
04-d55ae100fc1c3ba47ae8f11e9d34e1c7,4,sys_clock_tick_get_32,8,8,0.0,8,0.0
04-d5f75f5a8621db26003ee7217f0fe459,4,log_const_os,8,8,0.0,8,0.0
04-d71e2d12ea7b9c3e19c5404fb18de838,4,mpsl,716,716,0.0,724,1.12
04-d75535b55f4ab90fed7711cc3708ae5b,4,z_abort_timeout,120,120,0.0,140,16.67
04-d907c9d36f2a2156a55611226b6b4d68,4,partition_manager,152,152,0.0,152,0.0
04-d9658a3d0d8ede1b3b91d30c2bec2167,4,z_thread_timeout,8,8,0.0,8,0.0
04-d992a06f983bfba952d4feb920a1b723,4,z_spin_unlock_valid,44,44,0.0,44,0.0
04-dc36a190b0ce5c56211e5f452111855a,4,z_impl_k_uptime_ticks,4,4,0.0,4,0.0
04-dca7e52442fccb724bb0d327c4ee8136,4,z_work_submit_to_queue,164,164,0.0,164,0.0
04-dec2282a0666f1569eac9bd53e2b0112,4,create_free_list,52,52,0.0,52,0.0
04-df41b298f622795471e32e78c9f91f69,4,k_heap_init,16,16,0.0,16,0.0
04-e0456a1e9a3eee94c2f4e2a8f953436d,4,z_impl_k_thread_start,4,4,0.0,,
04-e08b9435c9ad567efdae78d56882179b,4,sys_timepoint_timeout,66,66,0.0,66,0.0
04-e0b3941813ba874794fc41a7a7aec561,4,sys_timepoint_calc,72,72,0.0,72,0.0
04-e0d2d571e8d380e0a7c6b55388181bb7,4,work_queue_main,440,440,0.0,480,9.09
04-e32a05dc146c73554e22d0061d9c22fd,4,gpio_nrfx.c,1166,1166,0.0,1166,0.0
04-e3350b9f16f165d8a75b9488ec0602e5,4,z_tick_sleep,260,260,0.0,228,-12.31
04-e3c163aec0d7840e844dce4b70b4f5d4,4,unschedule_locked,30,30,0.0,30,0.0
04-e5d1934e510e767d43b4553a677926da,4,z_sched_start,128,128,0.0,,
04-e69fc044c95c8428153b5620f261b52b,4,uart_nrfx_uarte.c,524,524,0.0,536,2.29
04-e6e88dac372177ab9fbd271749f7bd54,4,k_heap_aligned_alloc,264,264,0.0,264,0.0
04-e88ebed5fffa955bcfeecf7f0334aa06,4,notify_queue_locked.isra.0,14,14,0.0,14,0.0
04-eb7132a54ef038cd0812c7965d5b805a,4,z_impl_k_busy_wait,8,8,0.0,8,0.0
04-ec2b50531efeab5dfd9b4a3d25eb3940,4,mbedtls,,,,836,
04-ec2f993aec2c27fc750119ab17b16cdb,4,idle,64,64,0.0,64,0.0
04-eca812b488ea306f1fae4556d0200b7d,4,z_impl_k_event_clear,8,8,0.0,8,0.0
04-ed69fffe82ca77cb0a39f7c9b3cba422,4,entropy_bt_hci.c,52,52,0.0,30,-42.31
04-edc54b81cb227736a664814e287c03f1,4,z_impl_device_is_ready,22,22,0.0,22,0.0
04-ee29ab151cde8d2139d208fd01d07fcd,4,next_timeout,64,64,0.0,50,-21.88
04-f1c4584f7336eb913ede9a9b00345e6c,4,z_unpend_first_thread,128,128,0.0,,
04-f1e9e9666e98c4e9d4f6375cd014ddda,4,unpend_thread_no_timeout,56,56,0.0,,
04-f28d3b8bebc57f9847d02ab5cefc8272,4,z_spin_lock_valid,28,28,0.0,28,0.0
04-f64b58bdba3464610af243504e301de9,4,z_time_slice,164,164,0.0,164,0.0
04-f86ebe78bf34e979abae4eed9d54ea67,4,i2c_common.c,8,8,0.0,8,0.0
04-f89b563782eb7a5be40358594f085113,4,z_bss_zero,24,24,0.0,24,0.0
04-f914b8dc7b21e77ee90a27de7e90bb83,4,z_sched_wake,152,152,0.0,152,0.0
04-f924938e7ce8a30fe1dcaca86ac7d47b,4,nrfx,6,6,0.0,6,0.0
04-f9e7d2dd44e659350d1e5da85e5d8a4d,4,k_event_wait_internal,268,268,0.0,268,0.0
04-fc14cfe6b075209c0d661d1246bfc7c6,4,k_work_schedule_for_queue,196,196,0.0,216,10.2
04-fc93b873c2b22baf2f7ed3960ca9e730,4,z_impl_k_timer_stop,56,56,0.0,56,0.0
04-fc93f5a27cc9ce9c2a996394aac31458,4,picolibc,66,66,0.0,114,72.73
04-fcd1f91b02738650f98bef95e769d3d2,4,adc_context.h,38,38,0.0,38,0.0
04-fd457fb0bd79aa304ba930c4974e78c7,4,z_impl_k_condvar_broadcast,,,,212,
04-fd756eb0b42e443ba55a4dd1f28e61a0,4,z_early_memset,4,4,0.0,4,0.0
04-fe69fd0a878b10d190c924b2398bad9c,4,drivers,670,668,-0.3,670,0.0
04-fece8b0f6a4e8689a1167dba455e6e3e,4,z_impl_k_msgq_peek,124,124,0.0,124,0.0
04-ffa0e65be8cb0a1c40ee032a55c10003,4,last_section_id.c,,,,4,
05-007092d175f022e477e24f4e08922923,5,saadc_irq_handler,276,276,0.0,276,0.0
05-014a1df5d7122c71b59b185e524b5716,5,spi_nor_write_protection_set,58,58,0.0,58,0.0
05-015e90d505899daa397510694c6f436e,5,sys_clock_elapsed,44,44,0.0,44,0.0
05-017d0d41831cf85d3cc21e69d8019fac,5,pwm_nrfx_set_cycles,328,328,0.0,336,2.44
05-01f332de2ac1899d5f49048959f52358,5,bt_crypto_tc.c,60,60,0.0,,
05-032d434ccce705cacca936b0e6dea69e,5,chunk_set,22,22,0.0,22,0.0
05-039afd9944ff8bb7c07f37d7f624da21,5,sys_clock_cycle_get_32,108,108,0.0,108,0.0
05-043ffd103e65a59776eb6824d9aef66b,5,uarte_20_init,176,176,0.0,184,4.55
05-0471b3dba234b51f219ce1b8331900d2,5,net_buf_slist_put,164,164,0.0,164,0.0
05-04c8babd1627992733a4b78ad91138e9,5,__init___device_dts_ord_63,,,,8,
05-0592419e26d7faeb9e0a5f02b925dc0e,5,i2c_nrfx_twim_exclusive_access_release,,,,6,
05-059ce3d629788ac9e834415b29babc22,5,spi_nor_access,132,132,0.0,132,0.0
05-064dff91263b2178720b36d1d6645349,5,__pinctrl_states__device_dts_ord_57,8,8,0.0,,
05-06874895473c745e8360b14b379e31fd,5,net_buf_simple_add_mem,24,24,0.0,24,0.0
05-073c4a817d706838b61574bd6df4b472,5,clock_control_api,28,28,0.0,28,0.0
05-07bc0007a1c801fcde3e5ab30ab19819,5,__pinctrl_dev_config__device_dts_ord_114,12,,,,
05-08a0b0c1a3b00d7bdbd9ef1ffd26be5c,5,__devstate_dts_ord_63,,,,2,
05-0947a265d367ee6b0b8ab856456989b3,5,net_buf_simple_pull_le16,16,16,0.0,16,0.0
05-099a80051ec92e7b1b22522a7a22642c,5,nrfx_gpio_handler,116,116,0.0,116,0.0
05-0a015fa112c5ad39f4aba0324aeee2c7,5,sys_hash32_murmur3,,,,128,
05-0a04c27110abdc95c73f9305088e97c3,5,free_list_remove_bidx,92,92,0.0,92,0.0
05-0a92d8ec2652613d38691cc8c4ec9ce4,5,get_status,52,52,0.0,52,0.0
05-0ab580515fa53ea5618fb019bdcbe78a,5,__devstate_dts_ord_76,2,2,0.0,,
05-0ae90cfd49313589d42c4ba8769920b7,5,__pinctrl_states__device_dts_ord_77,,,,8,
05-0c3150d780ac31edd8a3fd24a233a08c,5,__init___device_dts_ord_122,,8,,,
05-0ce5a839c6697183a7ace128ef4d6f0a,5,hci_core.c,6958,6958,0.0,6990,0.46
05-0d73ea3c02ba648189cd6d50ab8931d2,5,sys_notify_finalize,84,84,0.0,84,0.0
05-0dbfbb2e45596669ae25bc37ee28dba4,5,assert.c,,,,32,
05-0fce5cef7a794f166a3f358d1b2d5355,5,__pinctrl_states__device_dts_ord_124,,,,8,
05-10cd395cf71c18328c863c08e78f3fd0,5,services,4336,4336,0.0,4454,2.72
05-110a42a69a32542b36070cfe92282b93,5,crc8_ccitt,44,44,0.0,44,0.0
05-14f4b9b19a91d8fb2d34e685cc80253e,5,__devstate_dts_ord_123,,2,,,
05-15dd1f0bbdc92b0e5e434d3acdad3959,5,__init_uart_console_init,8,8,0.0,8,0.0
05-16a6037baef3c5616de9ef62c028c315,5,__init___device_dts_ord_56,,,,8,
05-180b93aa36fd59406c67a07a1f3bacb0,5,spi_nor_0_config,52,52,0.0,52,0.0
05-1851b01dfec0ed44556918e6b6da1c26,5,__pinctrl_states__device_dts_ord_114,8,,,,
05-18a3b7179d6fba965c310f9bc2d591c9,5,__pinctrl_state_pins_0__device_dts_ord_87,12,,,,
05-1908f14039bcd8526cda3e24a429134d,5,net_buf_ref,44,44,0.0,44,0.0
05-1a7178174862030e6d4d9a58321537d4,5,z_log_minimal_printk,26,26,0.0,26,0.0
05-1a98057968bfa064f69d7775005eca2c,5,merge_chunks,60,60,0.0,60,0.0
05-1ae2c99e41c81e3ec01ec001bdf38ffc,5,conn.c,5540,5552,0.22,5648,1.95
05-1be5f6a596af7652897dd54fcde7c189,5,flash_sync,574,574,0.0,582,1.39
05-1c7bdcd0a9b72116035a3eb2400d79f5,5,__pinctrl_state_pins_0__device_dts_ord_122,,12,,,
05-1db82766e978e54a8ad93d308d7a6801,5,spi_nor_write,210,210,0.0,210,0.0
05-1e2ea8ad3213ad3cb719e27a61aee347,5,nrf_rram_get_parameters,8,8,0.0,8,0.0
05-1e86a5f9722f675ab69ad8d363587b16,5,i2c_nrfx_twim_driver_api,24,24,0.0,24,0.0
05-213c7980207cea7201cff8d664caf150,5,clock_control,142,142,0.0,142,0.0
05-217b3ab43cda7a68d48c25b27b84a6b2,5,adc_nrfx_read,552,552,0.0,552,0.0
05-21b35f66cff0e2270b29d3ccbb4e676d,5,printk,26,26,0.0,26,0.0
05-223126d52d14098a1bf0d77e54f4d39d,5,keys.c,1224,1224,0.0,1236,0.98
05-2245023265ae4cf87d02c8b6ba991139,5,config,24,24,0.0,24,0.0
05-2299ac3a445cb2aef2d46531bf7415dd,5,hex2bin,112,112,0.0,112,0.0
05-22f402a35b61276c49f29ce06f1e8392,5,__init___device_dts_ord_129,,,,8,
05-23ac93032874747f38d32d18a9cfc6c4,5,pinctrl.h,62,60,-3.23,62,0.0
05-243a8ac94a0a8769d214758deff3f234,5,generic_hfclk_start,120,120,0.0,120,0.0
05-245ecac9c545890d64643d5af96b3cce,5,__pinctrl_states__device_dts_ord_109,,,,8,
05-25d902c24283ab8cfbac54dfa101ad31,5,src,7644,7644,0.0,21421,180.23
05-26548bd53de1c9f9a510fb36e9a63e21,5,__init___device_dts_ord_115,8,,,,
05-26c3daf436f30bec40e8b047de6a0afd,5,__pinctrl_state_pins_0__device_dts_ord_57,4,4,0.0,,
05-274506f1541e86fa244ce90549f19814,5,transition_complete,80,80,0.0,80,0.0
05-2899a307f7abea9477bab6ed46691eea,5,spi_nor_api,20,20,0.0,24,20.0
05-2d1b22c0428ca683b98088d160bd8721,5,mem_attr_get_regions,12,12,0.0,12,0.0
05-2d3aa02af5a40b808e41442763b8bb67,5,net_buf_simple_pull,52,52,0.0,52,0.0
05-2e085b327d52d6817683c62917963083,5,__devstate_dts_ord_124,,,,2,
05-2e4843c72d15dd5c469bb1b4b62b1abd,5,nrf_rram_page_layout,16,16,0.0,16,0.0
05-2f3e798debcca0caf16b788e676036ed,5,char2hex,48,48,0.0,48,0.0
05-2f8361a68835492954d6d8f3d4d04056,5,lfclk_start,6,6,0.0,6,0.0
05-3015a05470eaff1032e34cd88434e615,5,net_buf_simple_reserve,56,56,0.0,56,0.0
05-305edcea222759244e2546491dcc688d,5,__devstate_dts_ord_107,,2,,,
05-31018dbaa0ff0db14f5a62e5bb76b1e7,5,nrf_rram_api,20,20,0.0,24,20.0
05-31b82524f20b962d13270a6c9e10a119,5,twim_nrfx_pm_action,,50,,50,0
05-31d389f6e38de9589b6ac5b4993cacb5,5,gpio_nrfx_port_set_bits_raw,10,10,0.0,10,0.0
05-31d7688944e3614de61f9d6b7e2c8575,5,set_chunk_size,8,8,0.0,8,0.0
05-36228c8e403917a34f22051b5f06caac,5,bt_str.c,192,192,0.0,192,0.0
05-3663f30d0fd5f056f0d10f60df184ee0,5,__devstate_dts_ord_129,,,,2,
05-36cd38f49b9afa08222c0dc9ebfe35eb,5,source,44,44,0.0,44,0.0
05-372bad37f4f20fde8772307ca6edddd7,5,__init_sys_clock_driver_init,8,8,0.0,8,0.0
05-375143ef44e3ba1305e0dc44507edf98,5,__devstate_dts_ord_23,,,,2,
05-377f142372996db21af55af0738e3ff7,5,chunk_size,12,12,0.0,12,0.0
05-37de2628f272fa0f6070152bff8e9689,5,i2c_nrfx_twim_transfer,416,344,-17.31,336,-19.23
